"TH_T_U_UID_1","TH_T_U_UID_2"
132709,132712
132709,132676
132709,132710
132710,132707
132710,132709
132710,132705
132710,132676
132711,132676
132711,135431
132711,132730
132712,132709
132713,132730
132713,132705
132713,190358
132713,190357
132713,135579
132715,132676
132715,132675
132715,134731
132716,136673
132716,132933
132718,132618
132718,145515
132718,177422
132718,132287
132719,132847
132720,132721
132720,133026
132720,133205
132721,132720
132721,133205
132726,134054
132726,134480
132726,134477
132726,132727
132727,132728
132727,134054
132727,132726
132727,134017
132727,132729
132727,134187
132727,134145
132728,132727
132728,134054
132729,134054
132729,132727
132730,132713
132730,132711
132732,132733
132733,132732
132733,134654
132733,134638
132735,132738
132736,132744
132736,132738
132737,132738
132737,132747
132737,132745
132738,132735
132738,132737
132738,135483
132738,132736
132738,135476
132738,132779
132738,132753
132740,132744
132741,132799
132741,132753
132743,132744
132744,132740
132744,132794
132744,132743
132744,132736
132744,132765
132744,132753
132745,132737
132746,132747
132747,132737
132747,132746
132748,135501
132749,135507
132749,132782
132749,132756
132749,135486
132750,132760
132752,186480
132752,135476
132752,132758
132752,132173
132752,132759
132752,132761
132752,132757
132752,132765
132752,132705
132752,132986
132753,132741
132753,132738
132753,132744
132756,132676
132756,135644
132756,134458
132756,135318
132756,134472
132756,132749
132756,132986
132756,132173
132756,135476
132756,134460
132757,132752
132757,132997
132758,134213
132758,132764
132758,132752
132759,132551
132759,132364
132759,132540
132759,132752
132760,132750
132761,132752
132763,133064
132763,135507
132763,132934
132764,135435
132764,132758
132765,132744
132765,132752
132767,132769
132768,182102
132769,132767
132770,132418
132771,141151
132772,135921
132773,133414
132774,135507
132776,135507
132779,134480
132779,132738
132781,190363
132782,135486
132782,132749
132783,132797
132783,132793
132783,135486
132783,132791
132783,132792
132783,132795
132783,132794
132783,186480
132783,132384
132784,132789
132784,132786
132784,134460
132784,132996
132784,132790
132784,132793
132785,132795
132785,132791
132786,132784
132789,132784
132789,134414
132790,132784
132791,132785
132791,132783
132792,132783
132792,132267
132793,132783
132793,132784
132794,132783
132794,132744
132795,132785
132795,132676
132795,132783
132795,132797
132795,132796
132796,132676
132796,132795
132797,132795
132797,132783
132799,132741
132799,134455
132800,135488
132800,132812
132800,132813
132800,132803
132801,132551
132801,134426
132801,132364
132801,132807
132801,202751
132801,202749
132801,202750
132801,132383
132802,132804
132802,132579
132802,134234
132802,132803
132802,132061
132802,134445
132802,132519
132802,132172
132802,134450
132802,134430
132803,134450
132803,132805
132803,132548
132803,132802
132803,132467
132803,132800
132803,134465
132803,132806
132803,132549
132803,132468
132804,132821
132804,134465
132804,132802
132804,132812
132804,135488
132805,132822
132805,132812
132805,132803
132806,132803
132806,132812
132806,132822
132807,135488
132807,132801
132808,132671
132808,134460
132809,132813
132809,132587
132809,132822
132810,132671
132812,132822
132812,132587
132812,132671
132812,132800
132812,135488
132812,132804
132812,132821
132812,132813
132812,132805
132812,132806
132812,134465
132813,135767
132813,132823
132813,132670
132813,132824
132813,132800
132813,132809
132813,135489
132813,132812
132813,134455
132813,132384
132821,134450
132821,132804
132821,132812
132821,132060
132822,132487
132822,132545
132822,132809
132822,132812
132822,132806
132822,132805
132822,134450
132823,132824
132823,132813
132824,132813
132824,135300
132824,132823
132825,132826
132825,132614
132825,134433
132826,132825
132826,132587
132826,132830
132827,182194
132830,132826
132831,135483
132831,132832
132831,134933
132832,135483
132832,135631
132832,132831
132834,132676
132834,132340
132834,182057
132834,190419
132835,132837
132837,132835
132837,132392
132837,132968
132838,132839
132838,132382
132838,132096
132838,132095
132838,132100
132839,132838
132842,144883
132842,135519
132843,133187
132843,132847
132844,132849
132847,132848
132847,132843
132847,132215
132847,132719
132848,132849
132848,132847
132849,132848
132849,132215
132849,132844
132849,132333
132850,132854
132851,135101
132851,132854
132852,145543
132852,132948
132852,132557
132852,132605
132853,135300
132853,132856
132853,132855
132854,145515
132854,132197
132854,132933
132854,132856
132854,132193
132854,132851
132854,134020
132854,134004
132854,132850
132854,132855
132854,132287
132855,135300
132855,183859
132855,132853
132855,132856
132855,132854
132856,135300
132856,132853
132856,132855
132856,132854
132857,132666
132857,132665
132857,132893
132858,132964
132859,132635
132859,132860
132860,132859
132861,132650
132861,132643
132861,132862
132861,132863
132861,132868
132861,132866
132861,132146
132862,132868
132862,132861
132862,132650
132862,132146
132862,132863
132862,132866
132863,132862
132863,132868
132863,132650
132863,132861
132864,134983
132864,135491
132864,133059
132864,132870
132864,132903
132864,132904
132864,132909
132864,131775
132866,132862
132866,132656
132866,132662
132866,132861
132868,132862
132868,132643
132868,132861
132868,132863
132870,136693
132870,132875
132870,131544
132870,132659
132870,132665
132870,172163
132870,132864
132870,133059
132870,134983
132870,131775
132870,133038
132871,132883
132871,132648
132871,132873
132872,133004
132873,132874
132873,132648
132873,132899
132873,132662
132873,132871
132873,132655
132873,132665
132874,135101
132874,132875
132874,132873
132875,132870
132875,132874
132878,132903
132880,132645
132880,132885
132880,132884
132880,132648
132880,135464
132880,132146
132881,132882
132881,132584
132881,132883
132881,202769
132882,132883
132882,132881
132882,145515
132882,183859
132882,132648
132882,132163
132882,132293
132882,132584
132882,132287
132882,132292
132883,132292
132883,132926
132883,132884
132883,132645
132883,132648
132883,135463
132883,132881
132883,132871
132883,132882
132883,202769
132884,132885
132884,132880
132884,132883
132885,132880
132885,132884
132885,132645
132885,132895
132886,202769
132887,135458
132887,132892
132887,135101
132887,132891
132887,132655
132888,135933
132891,132892
132891,132887
132891,132911
132891,132655
132891,135458
132891,135101
132892,132907
132892,132911
132892,132887
132892,132891
132892,132894
132893,132973
132893,132194
132893,132857
132894,132892
132894,132911
132895,132896
132895,132885
132895,132902
132896,132903
132896,132895
132898,132901
132898,132618
132898,177422
132899,132873
132899,132648
132899,132665
132901,132898
132901,132618
132901,177422
132902,132895
132903,132146
132903,132904
132903,135463
132903,132878
132903,144965
132903,132896
132903,132148
132903,132909
132903,132149
132903,132147
132903,134983
132903,132864
132903,131775
132904,132909
132904,132903
132904,134983
132904,132864
132904,131775
132905,131775
132905,132909
132906,132908
132907,132892
132908,132906
132909,132905
132909,132903
132909,132904
132909,132864
132911,132891
132911,132894
132911,132665
132911,132892
132912,132935
132912,132914
132914,132622
132914,132915
132914,132920
132914,132912
132914,132924
132914,132927
132915,132914
132915,135300
132917,132924
132917,135468
132917,132935
132917,132929
132917,135101
132917,131777
132920,132914
132924,134031
132924,132917
132924,132914
132924,132300
132925,136626
132925,133041
132926,132931
132926,132883
132926,132933
132926,132122
132927,132914
132928,132936
132928,134679
132929,132917
132929,132064
132930,133041
132930,132942
132931,132622
132931,132926
132932,132985
132932,132933
132932,134022
132933,132932
132933,132716
132933,132926
132933,132854
132934,132478
132934,132763
132935,132912
132935,132917
132938,187022
132938,132123
132939,132940
132939,132985
132940,132939
132940,132985
132942,132930
132947,132956
132947,133062
132948,132852
132948,133064
132948,132551
132948,132599
132948,132956
132948,132951
132948,132546
132948,132557
132948,132955
132950,133057
132950,132382
132950,132545
132951,132487
132951,132956
132951,133061
132951,132599
132951,132551
132951,132948
132952,133067
132954,132385
132955,132948
132956,132948
132956,132206
132956,133062
132956,132947
132956,132951
132958,132383
132958,132559
132958,132959
132958,145529
132959,132958
132959,132593
132959,132605
132959,132598
132959,132606
132959,132599
132959,133073
132959,133062
132960,132489
132961,202755
132961,202754
132961,202753
132961,202752
132961,132492
132961,135472
132961,132392
132963,144883
132964,132858
132966,135415
132968,132837
132969,132168
132971,132583
132972,162963
132973,132893
132979,135393
132985,132932
132985,132940
132985,132939
132986,135514
132986,132173
132986,132391
132986,132579
132986,132390
132986,132752
132986,132756
132986,132473
132989,132174
132989,134206
132989,132486
132990,136608
132990,132313
132994,132510
132994,186336
132995,132510
132995,186336
132996,132997
132996,134460
132996,132784
132997,132700
132997,132676
132997,132996
132997,132757
133002,133073
133002,133056
133002,132531
133002,133064
133002,135470
133003,132635
133003,132458
133004,132872
133004,132652
133007,132382
133007,135479
133008,144883
133008,132070
133008,132084
133009,132928
133017,132225
133017,132226
133017,135010
133017,135516
133017,135443
133017,172245
133017,134960
133017,132196
133017,132186
133021,145508
133021,132090
133022,145903
133022,135208
133022,136692
133022,145904
133022,132684
133022,132521
133026,132720
133028,196596
133028,176383
133029,134197
133029,134162
133034,183680
133037,132133
133037,132130
133037,132137
133038,136709
133038,136711
133038,136710
133038,135491
133038,134983
133038,134975
133038,172163
133038,131775
133038,132870
133038,133059
133038,131639
133039,132565
133039,133040
133040,133039
133040,132564
133041,132925
133041,132930
133041,187022
133043,132501
133046,132562
133048,136005
133051,141161
133051,186552
133051,132534
133051,132529
133052,202754
133052,202752
133052,202755
133052,202753
133054,186346
133055,132487
133055,132385
133056,132382
133056,133073
133056,133002
133056,133057
133056,132557
133056,135470
133057,132382
133057,133056
133057,132950
133057,135470
133057,132487
133059,131544
133059,132870
133059,133038
133059,132864
133059,134976
133059,131662
133059,131639
133061,131699
133061,132487
133061,132206
133061,132951
133062,145529
133062,132559
133062,132382
133062,132959
133062,132956
133062,132947
133062,132599
133063,132490
133064,132181
133064,132948
133064,133002
133064,132763
133064,132557
133066,135132
133066,133104
133066,133141
133067,132952
133068,132488
133069,133096
133069,133119
133070,135132
133071,133109
133072,133341
133073,132559
133073,145529
133073,133056
133073,133002
133073,135470
133073,132959
133075,133391
133075,131795
133075,134566
133075,131717
133075,133138
133075,134485
133075,178413
133075,171063
133075,144163
133075,202960
133075,134538
133076,131760
133078,135132
133078,133137
133079,133080
133079,133152
133080,133237
133080,133128
133080,133079
133080,133129
133080,133113
133080,133148
133081,133148
133081,135132
133082,133148
133082,133092
133082,133145
133084,133098
133084,134758
133084,134761
133084,133125
133084,134693
133084,134707
133085,133146
133085,133201
133085,132558
133085,132695
133085,133159
133092,133145
133092,133148
133092,133082
133093,133123
133093,133131
133093,133119
133096,133069
133097,133102
133097,134439
133098,133084
133098,134953
133098,134712
133098,134759
133098,134607
133099,135197
133099,134707
133101,132173
133101,133835
133101,135232
133101,133407
133101,135118
133101,132029
133101,132011
133101,133359
133102,133097
133104,133066
133107,133115
133107,134272
133108,133131
133109,133071
133113,133184
133113,133080
133113,133261
133113,133201
133113,134944
133113,133148
133113,133237
133113,133128
133114,202717
133115,133107
133118,133153
133118,133147
133119,133093
133119,133069
133123,133131
133123,133093
133125,133084
133127,133227
133128,133222
133128,133129
133128,133148
133128,133201
133128,133080
133128,133113
133129,133128
133129,133148
133129,131800
133129,133080
133129,133222
133129,133237
133129,133563
133130,132446
133131,133108
133131,133222
133131,133261
133131,133159
133131,133123
133131,133093
133133,133141
133135,133756
133136,133337
133136,131569
133136,133759
133136,185116
133136,196523
133136,185115
133137,133078
133137,135232
133137,135889
133137,135233
133137,132011
133137,132012
133138,133075
133141,133133
133141,135132
133141,133066
133142,135132
133143,133825
133145,133092
133145,133082
133146,135949
133146,132695
133146,133085
133146,133191
133147,133118
133147,133153
133148,133129
133148,133113
133148,133080
133148,133082
133148,133092
133148,133128
133148,133081
133148,133237
133150,131767
133152,133079
133153,133147
133153,133118
133158,135132
133159,133085
133159,133131
133159,132676
133159,132498
133159,135132
133159,133191
133159,133201
133159,134412
133159,132491
133159,135518
133160,135132
133162,135275
133163,133223
133164,133233
133166,133253
133167,133227
133167,134950
133167,133249
133167,133641
133168,135132
133168,134294
133168,133229
133168,134409
133171,135608
133172,135608
133175,135608
133176,134251
133177,134944
133180,134513
133181,133190
133181,133583
133182,135601
133183,202753
133183,202755
133183,202752
133183,202754
133184,133222
133184,133113
133184,133185
133185,133184
133187,132843
133188,133265
133188,133545
133190,133181
133190,133583
133191,132558
133191,132695
133191,133201
133191,133159
133191,133146
133192,133431
133192,133557
133193,133222
133200,134711
133200,135628
133200,135132
133201,133159
133201,133191
133201,133237
133201,134944
133201,133128
133201,133113
133201,133085
133201,133222
133205,135132
133205,132721
133205,132720
133206,134948
133206,134967
133206,133207
133207,133206
133207,134949
133208,134321
133208,134327
133208,133245
133208,134968
133208,134284
133209,133210
133210,133209
133210,133238
133217,135132
133217,135194
133217,135187
133222,133184
133222,133131
133222,133193
133222,133261
133222,133129
133222,133128
133222,133201
133222,134944
133223,133163
133227,133235
133227,132228
133227,135025
133227,133243
133227,134950
133227,132018
133227,133167
133227,134963
133227,133228
133227,133127
133227,133641
133227,135027
133228,133227
133228,134963
133228,131652
133228,135618
133228,135032
133228,133287
133229,133640
133229,135348
133229,133254
133229,133256
133229,133168
133230,133231
133231,135648
133231,133230
133231,131742
133231,131631
133231,134589
133233,133164
133234,134951
133234,134259
133234,134258
133234,134293
133234,135033
133235,133227
133236,136729
133236,133757
133237,133129
133237,133201
133237,133113
133237,133148
133237,133080
133238,133210
133239,132037
133241,134067
133243,133227
133243,135032
133245,134270
133249,132228
133249,134950
133249,133167
133249,135032
133252,131845
133252,133647
133253,134004
133253,133166
133254,135104
133254,133258
133254,132039
133254,133257
133254,133256
133254,133229
133254,133255
133254,166386
133255,133254
133255,135104
133255,133257
133255,133256
133255,132039
133256,133263
133256,135104
133256,133229
133256,133257
133256,133254
133256,133255
133256,132039
133257,133254
133257,135104
133257,133256
133257,133255
133257,191239
133258,133254
133260,134593
133260,135198
133260,134719
133260,134592
133261,133113
133261,133222
133261,133131
133263,133256
133263,191239
133265,133545
133265,133188
133268,135101
133268,132253
133268,134183
133268,182667
133271,135163
133274,143303
133275,135132
133275,133289
133276,133393
133277,133295
133278,186581
133278,133393
133279,143303
133279,133295
133280,135184
133280,135110
133280,134345
133280,135181
133281,135315
133281,133295
133286,133289
133286,135184
133287,135132
133287,133228
133287,133289
133289,133286
133289,133287
133289,133275
133289,135110
133291,135232
133291,132011
133291,133292
133291,135233
133292,133291
133294,133661
133294,133493
133295,135315
133295,133281
133295,133277
133295,133279
133296,135178
133296,134762
133300,136846
133300,135547
133300,182126
133300,183911
133300,133379
133300,133329
133301,133393
133302,136850
133302,183913
133302,133386
133306,133309
133306,134751
133307,135214
133307,134692
133307,133408
133307,133380
133307,135045
133308,135132
133308,133395
133309,133306
133309,191861
133309,132596
133309,132494
133309,132208
133310,133311
133310,133315
133311,133310
133311,134720
133311,133339
133311,136826
133311,133360
133312,135109
133312,133384
133312,133602
133312,133314
133313,133323
133313,133321
133313,133336
133313,133337
133314,133312
133314,135108
133314,133479
133314,133492
133314,134736
133315,134716
133315,133310
133315,133328
133316,133358
133316,133362
133317,131697
133317,135047
133317,133398
133317,133376
133317,131726
133317,131578
133317,131725
133318,150603
133318,133337
133318,135107
133318,135106
133318,135303
133319,143597
133319,133320
133319,131553
133319,131708
133319,133385
133320,205444
133320,133319
133320,205442
133320,205443
133321,135645
133321,133343
133321,135719
133321,135609
133321,133348
133321,133313
133321,133337
133322,133413
133323,133355
133323,139309
133323,133313
133324,135087
133326,154063
133326,133345
133326,131601
133328,133360
133328,182332
133328,133315
133329,133300
133329,133379
133330,131760
133331,133348
133331,133355
133331,133356
133331,131648
133331,163043
133331,163063
133331,131637
133331,202731
133332,133355
133332,133414
133332,163043
133335,131601
133335,133341
133336,133313
133337,135299
133337,131760
133337,133136
133337,133318
133337,135051
133337,133321
133337,133313
133339,133311
133339,133393
133339,192928
133341,133072
133341,133335
133341,131660
133341,131718
133342,135305
133343,133321
133343,202731
133344,133358
133344,133365
133344,133418
133344,135301
133344,133366
133344,133412
133345,135305
133345,133366
133345,135295
133345,133326
133345,131555
133346,182298
133347,185297
133347,204207
133347,134692
133348,134692
133348,133331
133348,133400
133348,133384
133348,131576
133348,133321
133348,133360
133349,135304
133350,135058
133351,133355
133352,136608
133352,136021
133352,144443
133352,141132
133352,135059
133354,133365
133355,133332
133355,133323
133355,135051
133355,133331
133355,131576
133355,133374
133355,133351
133356,133331
133356,131576
133358,133344
133358,133316
133359,135106
133359,133101
133360,133328
133360,133311
133360,133386
133360,133348
133361,137082
133361,184558
133362,133365
133362,133316
133363,196600
133365,133344
133365,133354
133365,133400
133365,133412
133365,133362
133365,135050
133366,135523
133366,135295
133366,154063
133366,134431
133366,134059
133366,133344
133366,133345
133366,134164
133368,136587
133368,132496
133372,136819
133373,134692
133373,141150
133373,202869
133373,202850
133373,202866
133373,202863
133373,202857
133373,202853
133373,202852
133373,202854
133373,202858
133373,202860
133373,202848
133373,202862
133373,202856
133373,202859
133373,202873
133373,202864
133373,202872
133373,202868
133373,202865
133373,133384
133374,133355
133375,136839
133375,136608
133376,131725
133376,133317
133376,131578
133379,135547
133379,133300
133379,133329
133380,133408
133380,133307
133380,134692
133380,134746
133380,135045
133381,135970
133382,131704
133384,133348
133384,134692
133384,133373
133384,133312
133385,131759
133385,135060
133385,133414
133385,143526
133385,133319
133386,184558
133386,133302
133386,133390
133386,133360
133387,135056
133387,133419
133388,136587
133390,133386
133391,134692
133391,133075
133391,202717
133392,131601
133393,141404
133393,133301
133393,136826
133393,133339
133393,134720
133393,204807
133393,204808
133393,133276
133393,133278
133394,182332
133394,182333
133394,135046
133394,133405
133395,133308
133396,134692
133398,131726
133398,135304
133398,131578
133398,131697
133398,133317
133400,133365
133400,133348
133405,182332
133405,133394
133407,133101
133408,133380
133408,135045
133408,133307
133408,134692
133408,134746
133410,132493
133412,133365
133412,133344
133413,133322
133414,133332
133414,132499
133414,135646
133414,132773
133414,134474
133414,135196
133414,131708
133414,135197
133414,133418
133414,134377
133414,133385
133414,135719
133414,192324
133414,133416
133414,133674
133414,131848
133414,131801
133416,133414
133418,133414
133418,135153
133418,133344
133418,135179
133418,134607
133418,135178
133418,134762
133419,133387
133419,135303
133419,135056
133419,135107
133423,133510
133423,133462
133423,135951
133423,133493
133423,135608
133423,134588
133423,135154
133423,131733
133423,133443
133423,133511
133423,186495
133423,133618
133423,134538
133426,133476
133427,133485
133427,133493
133427,133481
133428,133456
133429,131696
133429,135918
133431,134966
133431,133192
133431,133558
133431,133491
133431,133464
133431,133628
133431,133597
133433,133588
133440,131582
133441,131574
133441,133732
133442,133526
133442,133498
133442,133489
133443,133423
133444,133498
133444,133526
133444,133489
133444,135010
133448,133523
133448,135132
133449,133954
133449,133907
133456,133428
133459,133501
133461,133518
133462,133423
133464,133491
133464,133431
133465,133523
133465,133500
133465,135188
133470,133523
133472,133500
133472,133523
133472,135036
133476,133426
133477,134486
133477,133669
133477,135012
133477,134530
133479,135109
133479,133314
133480,133506
133481,133427
133481,191884
133481,145525
133481,132323
133481,132324
133481,132313
133482,133502
133482,133504
133483,133506
133484,133498
133484,133526
133485,133427
133487,133498
133487,133489
133487,133526
133488,134530
133489,133526
133489,133442
133489,131592
133489,133498
133489,133444
133489,133487
133489,135010
133490,134580
133490,134549
133491,133431
133491,133464
133491,178414
133492,135109
133492,135108
133492,133314
133493,133294
133493,133572
133493,133423
133493,133427
133495,135017
133495,135039
133495,134497
133495,134524
133496,135918
133498,133444
133498,133489
133498,133484
133498,133487
133498,133527
133498,133442
133500,133472
133500,135188
133500,133523
133500,133514
133500,133465
133501,133459
133502,133482
133504,133482
133506,133480
133506,133483
133506,133624
133508,131607
133508,134371
133508,131750
133508,134177
133510,133423
133510,133511
133511,133423
133511,133510
133514,133500
133514,135188
133514,133523
133516,133734
133516,133683
133518,133461
133523,133514
133523,135188
133523,133470
133523,136580
133523,133524
133523,133448
133523,133465
133523,135951
133523,133500
133523,133472
133523,131647
133524,133523
133524,135951
133526,133484
133526,133498
133526,133444
133526,133487
133526,133442
133526,133489
133526,133527
133527,133498
133527,133526
133527,133489
133530,135612
133533,133546
133542,133720
133544,136565
133545,133188
133545,133265
133546,133533
133549,135024
133553,133636
133553,135200
133553,192346
133555,134014
133557,133192
133558,133431
133558,133640
133558,133581
133561,133614
133562,135348
133562,133660
133563,133129
133563,134998
133563,131732
133563,135122
133563,135121
133566,131802
133566,135348
133567,135329
133567,133568
133568,133582
133568,135329
133568,133567
133569,186329
133572,133493
133573,133643
133573,190417
133573,133663
133573,131732
133574,131750
133574,134177
133574,135285
133574,131607
133575,135346
133575,133645
133575,133613
133576,134074
133576,135097
133576,134124
133577,133640
133578,141125
133579,135177
133580,135300
133581,133629
133581,133630
133581,133640
133581,135122
133581,133558
133581,135121
133582,135101
133582,133568
133582,131840
133582,131980
133582,133586
133583,133181
133583,133190
133584,144503
133584,135340
133585,162983
133585,133612
133585,135340
133585,135346
133585,133644
133585,133611
133585,135336
133585,133613
133585,133645
133586,133582
133586,135329
133587,133622
133587,133593
133588,133433
133590,133591
133590,134076
133590,135130
133590,134034
133590,135713
133590,205754
133590,134046
133590,134124
133590,134157
133590,131607
133590,134073
133591,133590
133591,134074
133591,131942
133591,134124
133592,133631
133593,133622
133593,133587
133594,131666
133597,133431
133598,134966
133599,136729
133599,141125
133599,185315
133599,185316
133602,133312
133602,135059
133608,133639
133608,185304
133611,186493
133611,133585
133611,135340
133611,135336
133612,162983
133612,135336
133612,133585
133613,135340
133613,133575
133613,133585
133613,133644
133614,133561
133616,135331
133618,133423
133619,131607
133619,131732
133619,131618
133622,183870
133622,135177
133622,133587
133622,133593
133623,133642
133623,134536
133623,134587
133623,134591
133623,135198
133623,134719
133624,133506
133628,178414
133628,133431
133628,134966
133629,133640
133629,133581
133630,133640
133630,133581
133631,133592
133635,135625
133635,133653
133635,133638
133636,133553
133636,133640
133638,135625
133638,134670
133638,133653
133638,133635
133639,133608
133640,133636
133640,133229
133640,135200
133640,133558
133640,133629
133640,133577
133640,133630
133640,133581
133641,132228
133641,133227
133641,133167
133642,135198
133642,135121
133642,134593
133642,133623
133642,135122
133642,134591
133642,134735
133642,134719
133642,134724
133642,134592
133642,134536
133643,133663
133643,133573
133644,163203
133644,135346
133644,133645
133644,133646
133644,133585
133644,133613
133645,133644
133645,133585
133645,133575
133646,135880
133646,133644
133647,133660
133647,135105
133647,131607
133647,135348
133647,133252
133649,131802
133649,134217
133652,135341
133652,135347
133653,133638
133653,133635
133654,134124
133656,134587
133656,134593
133656,134591
133657,135338
133657,183847
133657,183846
133657,135339
133657,133659
133657,132050
133659,133657
133660,133647
133660,135105
133660,131898
133660,131877
133660,133562
133660,135348
133660,131845
133660,131607
133661,133294
133662,135339
133663,133643
133663,133573
133663,131732
133664,132050
133668,133906
133668,133941
133668,133954
133668,134513
133668,133924
133668,135012
133668,133907
133669,134540
133669,134530
133669,133477
133669,135352
133669,134535
133669,135039
133669,134738
133670,133976
133671,133900
133672,135971
133672,133888
133672,133683
133673,133766
133673,133697
133674,133414
133674,133683
133675,133907
133675,133954
133675,133967
133676,165193
133676,133835
133678,132032
133678,135606
133678,133732
133679,133680
133680,133679
133680,135304
133680,135753
133680,133886
133680,133887
133681,133737
133681,133825
133682,143343
133682,133732
133682,133967
133682,133907
133682,133924
133682,133941
133682,133954
133682,133987
133682,133906
133683,133732
133683,133978
133683,133516
133683,133674
133683,133835
133683,133864
133683,133973
133683,133992
133683,133976
133683,134000
133683,133892
133683,133672
133684,134717
133684,133685
133685,133695
133685,133684
133686,133837
133686,133692
133690,133997
133690,133738
133690,133739
133692,133686
133695,133750
133695,133732
133695,133685
133696,134717
133697,140633
133697,133718
133697,133673
133703,133714
133714,133703
133718,133697
133720,133542
133720,135120
133732,133683
133732,133750
133732,133695
133732,133978
133732,133441
133732,133954
133732,133941
133732,133903
133732,131763
133732,133864
133732,133907
133732,133967
133732,131574
133732,133678
133732,133682
133732,133924
133732,132032
133734,133516
133734,134757
133734,133940
133734,133911
133735,143703
133735,135240
133737,133825
133737,133744
133737,133681
133738,133690
133738,133739
133739,133753
133739,133997
133739,133690
133739,133738
133740,131687
133740,134998
133740,131607
133744,133875
133744,133863
133744,133737
133744,133825
133744,133855
133745,135809
133747,131732
133748,133749
133749,133748
133749,133964
133750,133732
133750,133695
133750,143343
133750,133752
133750,133941
133752,133750
133753,133739
133755,133867
133755,133972
133755,133898
133755,133890
133755,133762
133756,133135
133756,206782
133757,133236
133757,133758
133757,133761
133757,132037
133757,133759
133757,133760
133758,133761
133758,133757
133758,133760
133758,133902
133759,133136
133759,133757
133759,131760
133760,133758
133760,133761
133760,133757
133761,196587
133761,133758
133761,133760
133761,133757
133762,135549
133762,133890
133762,133755
133762,133867
133763,135549
133763,133764
133764,133763
133765,135353
133766,133673
133768,135357
133768,144585
133768,133826
133768,133876
133768,133877
133769,133773
133773,191877
133773,133769
133773,133873
133775,133778
133776,133778
133777,191878
133778,135544
133778,192325
133778,133776
133778,133775
133779,133782
133782,133779
133782,133783
133783,133782
133785,133794
133786,133878
133787,133833
133794,133785
133796,145943
133796,183916
133796,183917
133796,133855
133796,133808
133796,133863
133796,133828
133796,133878
133797,133862
133797,131893
133797,133828
133797,133878
133797,133830
133799,133832
133806,135300
133807,133855
133807,133835
133808,145943
133808,133796
133809,133841
133809,135300
133809,196594
133810,133864
133810,133824
133810,134744
133812,135296
133812,182099
133812,144585
133812,135297
133824,133864
133824,133810
133825,183894
133825,202704
133825,133681
133825,133143
133825,133744
133825,133737
133826,133768
133827,144585
133827,135096
133828,183916
133828,183917
133828,133863
133828,133878
133828,133797
133828,133862
133828,133796
133829,135304
133830,133797
133832,133799
133833,135068
133833,133787
133833,135941
133835,133101
133835,133683
133835,133885
133835,133868
133835,133676
133835,133883
133835,133892
133835,133807
133835,133861
133835,133879
133835,133865
133836,133856
133837,133686
133839,191281
133840,135086
133841,133809
133841,196594
133843,163023
133843,182237
133847,133848
133848,133847
133853,191876
133855,133744
133855,133807
133855,133796
133855,134744
133855,133877
133856,133836
133861,133883
133861,133868
133861,133835
133861,133865
133862,133797
133862,133828
133862,133863
133863,183894
133863,133744
133863,133796
133863,133862
133863,133828
133864,133824
133864,133810
133864,135294
133864,133732
133864,133683
133865,135981
133865,133868
133865,133879
133865,133866
133865,133870
133865,133874
133865,197341
133865,133861
133865,133835
133866,133865
133866,133883
133867,133762
133867,133755
133868,133883
133868,133865
133868,133898
133868,133890
133868,133861
133868,133835
133870,133865
133871,132051
133871,133976
133872,163023
133873,133773
133874,133865
133875,133744
133875,134530
133876,135304
133876,133768
133877,133768
133877,133855
133877,134744
133878,133786
133878,133796
133878,133797
133878,133828
133879,133865
133879,135069
133879,135086
133879,133835
133879,134744
133880,133882
133882,133880
133883,133868
133883,133866
133883,133835
133883,133861
133885,133835
133886,133887
133886,133680
133886,133899
133886,133982
133886,133991
133887,133886
133887,133680
133887,133899
133887,133991
133887,133982
133888,131855
133888,131831
133888,131604
133888,133672
133890,135564
133890,135072
133890,133762
133890,133868
133890,133898
133890,133755
133890,133972
133892,135905
133892,135303
133892,133683
133892,133835
133894,131919
133897,133988
133898,133890
133898,133868
133898,133972
133898,133755
133899,135300
133899,135753
133899,133886
133899,133887
133899,133991
133900,133671
133902,135300
133902,133758
133903,133907
133903,133967
133903,135568
133903,131795
133903,133732
133904,135984
133905,136859
133905,135564
133905,133984
133905,133977
133906,133668
133906,173203
133906,134738
133906,134530
133906,135154
133906,133682
133907,133903
133907,135996
133907,134738
133907,135154
133907,135106
133907,133668
133907,133675
133907,135350
133907,133967
133907,133954
133907,133964
133907,133682
133907,133924
133907,133732
133907,133449
133907,133923
133907,133941
133907,131530
133908,133941
133908,134139
133908,133911
133908,133954
133908,133963
133908,133935
133908,133964
133909,133963
133909,133965
133910,133966
133911,134085
133911,133964
133911,133954
133911,133941
133911,134139
133911,133935
133911,133734
133911,133923
133911,133908
133912,133968
133915,133946
133916,135237
133916,133962
133916,133950
133917,133952
133918,135355
133918,133936
133918,133943
133918,133957
133919,133946
133919,133938
133919,133958
133920,133939
133920,133959
133920,133947
133921,135592
133921,135663
133921,144523
133921,133927
133921,133948
133922,135237
133922,133962
133922,133950
133923,133911
133923,133924
133923,133967
133923,133907
133923,133935
133923,134085
133923,133941
133923,134139
133923,133954
133924,134738
133924,133732
133924,133941
133924,133967
133924,133964
133924,133682
133924,135154
133924,135106
133924,133668
133924,133923
133924,135350
133924,133954
133924,133907
133927,135592
