"TH_T_U_UID_1","TH_T_U_UID_2"
133927,144523
133927,135663
133927,133921
133927,133948
133930,133960
133931,133961
133935,131551
133935,134085
133935,133954
133935,135128
133935,133941
133935,134107
133935,133923
133935,133911
133935,134139
133935,133908
133935,133964
133936,133943
133936,133918
133936,133957
133936,135355
133937,133945
133937,133940
133938,133958
133938,133919
133938,133946
133939,133947
133939,133920
133939,133959
133940,133937
133940,133945
133940,133734
133941,133668
133941,135996
133941,133732
133941,133964
133941,133908
133941,134530
133941,134139
133941,134085
133941,131530
133941,135106
133941,133924
133941,135154
133941,135350
133941,133750
133941,133907
133941,134538
133941,133923
133941,133911
133941,133935
133941,133682
133941,133954
133941,134738
133941,133967
133942,133944
133942,141149
133942,135354
133942,133956
133942,133998
133942,135356
133943,133936
133943,135355
133943,133918
133943,133957
133944,133942
133945,133937
133945,133940
133946,133951
133946,133919
133946,133915
133946,133958
133946,133938
133947,133939
133947,133920
133947,133959
133948,144523
133948,135663
133948,135592
133948,133927
133948,133921
133950,135237
133950,133922
133950,133916
133950,133962
133951,133946
133952,133917
133954,133668
133954,133732
133954,133449
133954,135996
133954,133675
133954,135154
133954,133911
133954,133923
133954,134738
133954,133908
133954,133924
133954,134085
133954,134139
133954,133964
133954,133967
133954,133682
133954,133907
133954,135350
133954,133935
133954,133941
133955,136861
133956,141149
133956,135356
133956,133942
133956,133998
133956,135354
133957,135355
133957,133918
133957,133943
133957,133936
133958,133938
133958,133946
133958,133919
133959,133939
133959,133920
133959,133947
133960,133930
133961,133931
133962,135237
133962,133916
133962,133950
133962,133922
133963,133964
133963,133908
133963,133909
133963,133965
133964,133908
133964,133941
133964,131687
133964,133911
133964,133967
133964,134085
133964,134530
133964,133954
133964,133907
133964,133749
133964,134139
133964,133924
133964,133963
133964,133935
133965,133963
133965,133966
133965,133909
133966,133910
133966,133965
133967,133903
133967,135996
133967,131530
133967,133907
133967,135106
133967,133675
133967,135350
133967,133682
133967,135154
133967,133732
133967,133964
133967,133954
133967,133923
133967,133924
133967,133941
133968,133912
133969,135300
133969,184564
133969,133970
133970,135545
133970,184564
133970,133969
133971,135550
133971,135549
133972,133898
133972,133890
133972,133755
133973,133992
133973,133683
133976,133670
133976,133988
133976,133871
133976,133683
133977,136859
133977,135564
133977,135212
133977,133981
133977,133905
133977,133982
133977,133985
133977,133980
133978,133732
133978,133683
133980,133985
133980,133977
133980,133981
133981,133977
133981,133980
133981,133985
133982,136859
133982,135753
133982,133886
133982,135212
133982,186351
133982,133887
133982,133977
133982,133985
133982,133991
133983,135304
133984,133905
133985,136859
133985,135212
133985,133980
133985,133977
133985,133981
133985,133982
133986,139321
133986,144023
133986,191281
133986,205502
133986,205503
133986,133988
133987,131556
133987,133682
133988,131815
133988,131817
133988,133976
133988,133897
133988,133986
133991,135753
133991,133886
133991,133899
133991,133982
133991,133887
133992,133683
133992,133973
133997,131574
133997,133690
133997,133739
133998,141149
133998,133956
133998,135354
133998,133942
133998,135356
134000,133683
134004,133253
134004,184669
134004,132265
134004,132193
134004,132854
134004,132195
134007,134085
134007,134107
134008,134107
134009,134107
134010,134107
134011,134107
134012,131930
134012,184565
134012,131898
134012,134176
134013,135092
134013,134169
134013,134181
134013,132043
134014,135101
134014,133555
134016,134028
134016,134026
134016,134029
134016,134027
134017,134050
134017,132270
134017,132727
134017,132274
134020,134022
134020,132854
134020,132608
134020,131550
134021,134055
134021,134115
134021,134092
134021,134037
134021,134036
134021,134191
134021,134136
134022,134020
134022,132932
134022,132608
134023,134024
134023,134179
134023,134111
134023,134077
134023,134131
134023,134188
134023,131570
134024,134023
134024,134166
134025,134047
134026,134027
134026,191328
134026,191329
134026,134029
134026,134016
134026,134028
134027,134026
134027,134028
134027,134029
134027,134016
134028,134027
134028,191329
134028,191328
134028,134016
134028,134026
134029,134027
134029,191329
134029,191328
134029,134016
134029,134026
134030,134159
134031,132228
134031,134969
134031,132231
134031,132229
134031,132924
134031,135275
134031,131607
134031,132238
134031,131748
134032,132234
134034,133590
134034,134074
134034,131942
134035,196585
134036,134136
134036,134055
134036,134092
134036,134131
134036,134191
134036,134037
134036,134021
134037,134172
134037,134191
134037,134092
134037,131665
134037,134055
134037,134021
134037,134136
134037,134036
134039,134040
134040,134039
134045,134112
134045,134105
134046,131942
134046,131666
134046,135097
134046,133590
134047,134025
134050,132274
134050,132271
134050,134017
134050,134085
134050,132270
134050,134051
134050,202807
134051,134050
134051,135294
134051,132270
134054,132726
134054,132727
134054,132728
134054,132729
134055,134115
134055,134136
134055,134092
134055,134021
134055,134036
134055,134037
134055,134191
134058,183875
134058,181743
134058,134161
134059,134093
134059,135295
134059,133366
134059,134164
134061,141397
134062,134165
134063,134064
134063,134065
134064,132419
134064,134065
134064,134111
134064,134063
134065,134980
134065,134461
134065,132670
134065,134063
134065,134111
134065,134064
134067,134144
134067,133241
134067,132254
134067,131853
134067,132248
134068,134085
134068,134086
134068,134141
134068,134176
134068,131757
134069,132188
134070,134095
134070,134091
134071,134095
134071,135298
134071,134185
134073,134074
134073,131942
134073,133590
134074,134076
134074,133591
134074,134034
134074,135130
134074,135713
134074,134073
134074,205754
134074,131607
134074,131666
134074,131793
134074,133576
134076,134124
134076,134074
134076,133590
134076,131942
134077,131535
134077,131551
134077,131678
134077,134023
134079,197608
134079,131687
134079,131607
134082,192045
134082,134465
134082,134098
134082,134099
134082,134101
134085,136569
134085,136570
134085,144834
134085,134050
134085,144384
134085,131535
134085,134007
134085,133923
134085,131737
134085,133954
134085,131771
134085,135100
134085,135293
134085,134139
134085,133964
134085,134173
134085,133941
134085,134068
134085,134088
134085,134166
134085,131757
134085,133911
134085,134176
134085,134087
134085,133935
134085,134141
134085,131735
134086,136570
134086,136569
134086,134068
134086,131771
134087,134085
134087,135202
134088,134085
134089,134123
134090,131604
134091,134164
134091,134070
134091,134092
134091,134095
134092,134191
134092,134091
134092,134036
134092,134153
134092,134136
134092,134115
134092,134055
134092,134021
134092,134037
134092,134172
134093,134164
134093,134059
134093,134135
134095,191327
134095,182284
134095,134134
134095,134070
134095,135096
134095,135095
134095,134091
134095,134071
134098,134465
134098,134082
134099,134082
134101,134082
134105,134045
134105,134112
134106,134111
134106,134109
134107,134010
134107,134009
134107,134011
134107,135663
134107,135664
134107,135673
134107,141137
134107,134007
134107,134008
134107,135662
134107,134189
134107,133935
134109,134111
134109,134106
134110,134955
134110,134111
134111,132259
134111,134106
134111,134109
134111,134023
134111,132247
134111,134064
134111,134065
134111,132243
134111,134110
134111,134179
134112,135101
134112,134105
134112,134045
134114,134115
134115,134092
134115,134136
134115,134055
134115,134114
134115,134021
134116,131601
134117,135899
134117,134159
134118,134151
134118,132235
134118,132239
134118,134121
134120,132237
134120,132239
134121,132234
134121,134118
134121,132239
134123,134089
134124,134076
134124,131732
134124,133590
134124,131943
134124,131607
134124,133576
134124,131942
134124,133591
134124,133654
134125,131644
134126,134185
134126,134163
134126,134165
134128,131666
134131,134036
134131,134191
134131,131678
134131,134023
134131,134132
134132,131535
134132,134131
134132,131570
134132,131551
134134,134095
134135,134093
134136,134092
134136,134055
134136,134191
134136,134037
134136,134021
134136,134036
134136,134115
134137,134138
134137,132237
134137,132238
134138,134137
134138,132234
134138,132236
134138,132238
134139,135809
134139,205461
134139,131687
134139,133941
134139,133954
134139,133911
134139,134085
134139,133923
134139,133964
134139,133935
134139,133908
134140,131687
134141,134176
134141,131757
134141,134085
134141,134068
134143,134144
134144,135101
134144,134067
134144,134143
134145,132727
134145,134187
134148,134149
134148,191448
134149,134148
134149,135148
134151,132234
134151,132235
134151,134118
134153,134092
134153,134172
134157,131941
134157,135295
134157,131942
134157,133590
134159,134030
134159,134117
134161,134058
134162,135097
134162,133029
134162,134197
134162,135295
134163,134126
134163,134165
134164,134091
134164,134093
134164,134059
134164,133366
134165,134126
134165,134163
134165,134185
134165,134062
134166,134085
134166,134024
134166,131735
134167,144834
134167,144384
134167,202896
134167,134170
134167,134169
134167,134173
134167,134168
134167,131737
134168,202896
134168,134167
134168,134170
134168,134169
134168,134194
134169,144834
134169,135293
134169,144384
134169,190266
134169,190267
134169,202896
134169,134013
134169,134167
134169,134194
134169,131737
134169,135093
134169,134173
134169,134168
134169,134170
134170,135101
134170,144834
134170,144384
134170,202896
134170,134173
134170,134169
134170,131737
134170,134167
134170,134168
134172,135101
134172,134037
134172,134153
134172,134092
134172,131665
134173,134170
134173,134167
134173,131735
134173,134169
134173,134085
134174,131666
134176,134012
134176,134141
134176,134085
134176,134068
134176,131784
134176,131757
134177,135976
134177,135037
134177,133574
134177,133508
134177,134180
134177,134258
134177,131591
134177,134311
134177,131692
134177,135285
134177,131750
134179,134111
134179,134023
134180,134177
134181,135304
134181,190267
134181,190266
134181,134013
134182,135300
134183,135101
134183,133268
134183,132278
134183,135151
134183,134340
134183,132266
134185,134165
134185,134126
134185,134071
134186,141398
134186,132048
134187,132669
134187,134145
134187,132727
134188,132669
134188,134023
134189,134107
134190,132353
134191,134131
134191,134021
134191,134136
134191,134037
134191,134055
134191,134036
134191,134092
134192,183875
134192,181743
134194,202896
134194,134169
134194,134168
134197,133029
134197,141154
134197,134162
134197,135097
134197,135295
134200,135309
134200,135192
134200,134276
134200,134202
134200,134205
134200,134306
134200,191852
134200,182742
134200,205337
134200,206804
134201,134205
134202,136838
134202,134254
134202,135311
134202,136839
134202,134200
134202,134206
134202,134278
134203,185292
134203,205335
134205,134306
134205,134200
134205,135309
134205,141144
134205,134201
134205,206804
134206,132989
134206,182742
134206,134278
134206,134202
134207,135310
134207,135910
134209,153903
134209,190331
134209,135507
134210,143703
134210,134252
134210,135240
134211,143703
134211,134230
134211,135268
134211,134429
134211,134227
134211,132060
134211,132061
134211,135240
134211,134367
134211,131567
134211,135277
134211,134472
134211,134407
134212,134213
134213,134212
134213,132758
134214,135243
134217,134747
134217,133649
134219,134622
134219,134750
134220,132019
134220,135836
134220,134326
134220,135506
134220,135250
134220,134277
134220,134365
134220,134246
134220,134361
134220,134363
134220,134406
134220,134378
134220,134313
134220,134362
134220,134253
134220,134312
134220,132036
134220,135372
134221,136560
134221,136561
134223,134225
134224,135675
134224,134225
134225,134409
134225,134223
134225,134224
134226,131858
134227,134628
134227,165185
134227,135344
134227,165183
134227,165184
134227,193683
134227,134407
134227,132058
134227,135243
134227,131776
134227,134359
134227,134211
134227,134329
134227,131682
134227,134302
134227,134299
134227,134295
134227,135266
134227,134465
134227,131672
134230,134211
134230,134367
134230,134392
134230,132058
134231,135132
134231,131682
134231,131776
134234,132802
134235,135106
134235,131682
134235,134285
134235,131776
134235,131672
134235,131567
134236,134299
134236,131672
134236,134295
134237,132060
134237,134358
134240,135243
134241,131571
134242,134402
134242,134243
134243,135510
134243,134242
134243,135274
134244,134674
134244,134319
134246,134321
134246,134220
134247,134258
134247,131607
134247,134398
134248,134249
134249,134248
134250,135101
134250,134408
134251,133176
134251,135856
134251,134294
134252,143703
134252,134369
134252,134596
134252,135240
134252,134631
134252,134750
134252,134210
134252,131938
134253,134220
134254,134202
134254,182742
134257,134283
134258,134951
134258,134247
134258,133234
134258,134259
134258,135033
134258,131591
134258,134293
134258,134177
134258,134398
134258,134371
134259,134951
134259,135033
134259,134258
134259,134293
134259,133234
134260,134674
134260,134637
134260,134603
134262,132705
134263,134271
134264,134265
134264,132441
134264,139317
134264,190331
134264,134675
134265,135278
134265,134264
134265,134690
134265,134609
134265,135106
134269,135619
134269,135101
134269,141399
134270,134942
134271,134312
134271,135372
134271,134313
134271,134263
134272,133107
134272,132173
134272,132300
134274,134372
134274,134465
134276,134200
134277,143703
134277,135250
134277,134361
134277,135240
134277,134220
134277,134362
134277,134363
134277,134365
134277,134406
134278,134202
134278,134206
134280,134402
134280,134406
134280,134376
134281,135374
134281,134326
134281,131866
134281,134391
134282,134465
134282,134373
134283,134257
134284,134968
134284,133208
134284,190253
134284,134327
134284,134321
134285,135112
134285,134383
134285,134235
134285,134357
134286,134288
134286,134289
134286,134287
134287,134957
134287,134309
134287,134288
134287,134286
134287,134344
134287,134296
134287,134289
134288,141399
134288,135101
134288,134287
134288,134289
134288,134286
134289,134286
134289,134288
134289,134287
134290,135132
134292,131776
134292,134319
134293,134951
134293,133234
134293,135033
134293,134259
134293,134258
134294,133168
134294,186565
134294,202892
134294,134251
134294,131612
134295,135280
134295,185101
134295,135270
134295,134299
134295,134236
134295,131672
134295,134227
134295,132060
134296,134957
134296,135101
134296,134287
134298,134402
134298,165184
134298,165185
134298,165183
134299,134236
134299,185101
134299,134227
134299,131672
134299,135270
134299,134295
134301,134637
134301,135278
134301,134603
134301,135282
134301,134666
134302,134227
134302,132060
134303,134675
134303,134319
134306,134200
134306,134205
134306,206804
134307,206601
134307,134308
134307,134310
134307,131612
134307,135190
134308,206601
134308,135303
134308,131612
134308,135190
134308,134307
134308,134310
134309,134287
134310,135180
134310,134307
134310,134308
134310,134350
134311,131750
134311,134177
134311,131591
134312,134220
134312,134359
134312,134330
134312,134271
134312,132004
134312,132015
134312,134379
134313,134379
134313,134220
134313,134359
134313,134330
134313,134271
134313,132005
134313,132015
134316,135415
134316,132674
134316,165189
134319,134729
134319,184561
134319,184562
134319,134303
134319,134292
134319,135282
134319,131982
134319,134244
134320,132024
134321,134968
134321,133208
134321,134246
134321,134327
134321,134284
134323,135376
134323,165190
134325,134326
134325,135972
134326,134281
134326,134220
134326,134325
134326,197183
134327,133208
134327,134284
134327,134942
134327,134321
134328,205501
134328,205500
134329,134227
134329,132060
134330,134313
134330,134312
134330,135372
134331,134349
134334,134349
134334,135245
134339,186565
134339,202892
134340,134957
134340,134183
134343,134350
134343,135190
134343,135181
134344,134287
134345,135180
134345,133280
134346,134402
134346,134347
134346,135261
134346,132703
134347,135510
134347,134346
134348,135280
134349,135245
134349,134334
134349,134331
134350,134473
134350,134474
134350,134310
134350,135190
134350,134343
134350,135180
134352,131938
134357,134285
134357,134370
134358,134237
134358,134359
134359,134227
134359,135372
134359,134312
134359,134358
134359,134465
134359,134313
134361,134406
134361,134220
134361,134277
134362,134277
134362,134220
134362,132033
134363,134402
134363,134364
134363,132703
134363,134406
134363,135250
134363,134220
134363,134277
134364,135510
134364,134363
134365,135250
134365,134220
134365,134277
134366,132005
134366,132004
134366,134379
134367,134230
134367,134392
134367,134211
134369,134761
134369,134252
134369,134690
134370,186567
134370,186568
134370,134357
134370,134422
134371,134398
134371,131607
134371,135976
134371,132441
134371,133508
134371,132229
134371,131591
134371,131692
134371,135285
134371,134258
134371,131750
134372,134274
134373,134282
134374,131788
134376,134280
134376,134406
134376,135258
134377,133414
134377,143703
134377,135240
134378,134220
134379,134390
134379,132005
134379,134366
134379,132004
134379,132015
134379,134313
134379,134312
134380,132006
134381,134382
134381,134383
134382,134381
134382,134383
134383,134285
134383,134770
134383,134381
134383,134382
134384,134390
134384,134389
134384,134412
134384,134387
134384,134385
134384,134388
134385,134388
134385,134384
134385,131573
134385,134389
134386,134390
134386,190374
134386,131986
134387,134390
134387,134389
134387,134388
134387,131573
134387,134384
134388,134390
134388,135303
134388,134387
134388,134389
134388,134384
134388,131573
134388,135252
134388,134385
134389,134390
134389,134384
134389,131573
134389,134385
134389,134388
134389,134387
134390,134388
134390,134386
134390,134387
134390,135252
134390,131573
134390,134384
134390,134389
134390,134379
134391,165183
134391,165184
134391,165185
134391,132060
134391,134281
134392,134230
134392,134367
134393,135101
134394,135497
134394,135495
134395,135510
134395,135500
134396,134953
134396,135101
134398,134371
134398,134258
134398,134247
134400,134402
134400,132703
134402,134242
134402,134475
134402,135262
134402,135260
134402,135545
134402,134400
134402,135274
134402,134363
134402,135261
134402,135258
134402,135276
134402,135547
134402,134298
134402,145683
134402,135377
134402,134280
134402,202790
134402,134346
134402,134403
134403,135510
134403,134402
134406,134361
134406,134277
134406,135258
134406,134220
134406,135250
134406,134376
134406,134363
134406,134280
134407,143703
134407,134227
134407,135240
134407,134211
134407,132058
134408,135101
134408,134250
134409,133168
134409,134225
134410,135303
134410,135107
134411,131567
134412,134384
134412,133159
134412,131573
134414,132789
134418,131670
134418,134589
134418,131607
134419,135300
134419,134469
134420,134469
134421,134463
134421,134471
134421,134423
134422,186568
134422,186567
134422,134425
134422,134465
134422,134370
134422,134430
134423,132061
134423,134424
134423,134421
134424,134480
134424,134472
134424,132756
134424,134423
134424,134458
134424,134460
134424,134474
134425,134469
134425,134422
134425,134431
134426,132549
134426,132801
134426,134463
134428,134595
134429,134465
134429,134450
134429,132060
134429,132058
134429,132061
134429,134211
134430,135547
134430,182134
134430,134422
134430,132802
134430,134469
134430,134434
134431,133366
134431,134425
134431,134434
134432,132676
134433,132825
134434,182134
134434,134430
134434,134431
134439,133097
134440,134468
134440,135317
134440,134472
134441,134455
134442,131938
134445,132802
134445,132061
134446,134447
134446,134477
134446,132014
134447,132014
134447,134446
134449,134455
134450,134465
134450,132821
134450,132822
134450,132803
134450,134429
134450,132802
134453,144104
134453,206795
134453,135345
134453,135344
134455,134449
134455,132813
134455,132579
134455,132549
134455,132799
134455,134441
134456,135672
134457,186487
134457,134458
134457,134477
134458,134472
134458,134424
134458,134480
134458,132756
134458,134457
134460,132784
134460,132996
134460,132808
134460,134424
134460,134472
134460,134474
134460,132756
134461,132588
134461,132587
134461,134065
134461,132259
134463,186476
134463,186477
134463,134464
134463,134474
134463,134472
134463,134426
134463,132519
134463,134421
134464,134463
134465,134450
134465,132804
134465,134282
134465,134422
134465,134274
134465,134359
134465,134429
134465,132812
134465,134098
134465,132487
134465,134227
134465,132803
134465,134082
134466,134468
134467,134468
134468,192398
134468,134440
134468,135317
134468,134466
134468,134467
134468,134469
134468,135319
134469,135547
134469,134468
134469,134420
134469,134430
134469,134419
134469,134425
134470,134536
134470,134587
134470,135198
134471,134421
134472,134440
134472,134211
134472,134473
134472,134424
134472,134474
134472,134460
134472,135318
134472,134463
134472,134475
134472,135317
134472,132756
134472,134458
134472,131772
134472,134480
134473,134350
134473,182102
134473,134474
134473,134472
134474,133414
134474,134473
134474,134350
134474,134463
134474,134480
134474,134424
134474,134472
134474,134460
134475,134402
134475,134472
134476,132579
134477,135545
134477,135547
134477,135980
134477,144748
134477,132726
134477,134446
134477,134593
134477,134479
134477,134480
134477,134478
134477,134457
134478,134477
134478,134479
134478,134480
134479,134480
134479,134477
134479,134478
134480,134477
134480,134474
134480,134424
134480,135318
134480,132726
134480,134458
134480,132779
134480,134478
134480,134479
134480,134472
134485,133075
134485,134535
134486,133477
134486,135017
134486,134497
134486,134535
134486,134540
134487,134488
134488,134530
134488,134487
134489,134541
134489,134543
134490,202872
134492,134535
134494,134535
134497,134717
134497,134486
134497,133495
134498,134499
134499,134498
134500,134513
134500,134530
134501,134568
134501,135016
134502,134568
134512,135142
134513,133180
134513,133668
134513,134530
134513,134500
134513,134584
134513,134738
134524,135014
134524,133495
134524,134717
134524,135012
134530,133875
134530,133488
134530,134560
134530,135608
134530,186495
134530,177807
134530,134575
134530,134554
134530,134566
134530,134488
134530,133477
134530,133906
134530,133669
134530,135138
134530,134550
134530,134539
134530,134513
134530,135018
134530,134538
134530,134939
134530,134500
134530,133941
134530,135022
134530,133964
134530,134531
134530,135139
134530,134551
134531,134530
134535,134571
134535,182664
134535,135014
134535,184895
134535,184894
134535,134492
134535,134538
134535,133669
134535,134485
134535,134566
134535,134494
134535,134486
134536,134591
134536,134470
134536,134587
134536,134593
134536,133642
134536,133623
134538,133075
134538,133423
134538,134535
134538,134530
134538,133941
134539,134540
134539,135352
134539,134530
134540,134539
134540,133669
134540,134486
134541,134489
134543,134489
134549,133490
134550,134530
134551,134530
134552,135013
134554,134530
134556,141127
134557,141127
134559,140613
134560,134530
134566,133075
134566,134535
134566,134530
134568,134501
134568,134502
134568,134573
134568,135013
134571,134535
134573,134568
134575,134530
134578,135198
134578,134719
134578,131670
134578,131742
134578,134589
134578,131607
134579,131751
134579,135160
134580,133490
134582,134717
134583,135894
134584,134513
134585,135564
134586,135672
134587,135198
134587,134470
134587,134735
134587,134724
134587,133656
134587,134719
134587,135121
134587,133623
134587,134536
134587,135122
134588,133423
134589,134418
134589,134578
134589,133231
134590,183918
134591,134593
134591,135198
134591,133623
134591,134536
134591,134719
134591,134735
134591,133642
134591,133656
134591,134724
134592,133642
134592,133260
134593,134591
134593,133260
134593,135030
134593,134735
134593,134536
134593,133642
134593,134719
134593,134724
134593,133656
134593,134477
134594,165188
134595,134428
134596,134631
134596,134622
134596,134252
134599,134670
134600,132441
134600,135695
134600,134691
134600,132431
134600,135136
134600,134706
134601,136700
134602,134681
134603,134666
134603,134301
134603,134637
134603,134260
134604,134955
134607,133418
134607,133098
134609,139317
134609,134675
134609,190331
134609,132441
134609,134265
134621,135106
134622,134219
134622,132432
134622,135686
134622,153903
134622,190331
134622,134596
134623,153903
134626,134676
134627,134713
134627,134703
134628,134227
134628,132060
134631,135625
134631,134596
134631,134252
134633,183920
134637,135578
134637,134666
134637,134603
134637,134260
134637,134301
134638,134654
134638,132733
134654,132733
134654,134638
134655,141152
134655,141153
134655,132468
134659,132705
134666,134637
134666,134301
134666,134603
134670,135625
134670,133638
134670,134599
134674,134244
134674,134260
134675,134609
134675,134303
134675,134264
134676,134747
134676,134626
134676,132472
134676,134690
134679,135691
134679,132928
134680,135691
134680,141152
134680,132451
134680,132467
134680,132468
134681,141153
134681,141152
134681,132449
134681,134602
134681,132468
134682,132481
134684,132469
134684,132444
134684,132463
134684,132453
134689,134694
134689,134750
134689,134711
134689,135507
134689,132441
134689,132433
134690,132441
134690,135101
134690,134265
134690,134676
134690,134369
134691,134600
134692,133348
134692,133373
134692,133391
134692,135970
134692,141150
134692,133384
134692,202860
134692,202858
134692,202872
134692,202865
134692,202848
134692,202873
134692,202863
134692,202862
134692,202869
134692,202868
134692,202866
134692,202864
134692,202859
134692,202853
134692,202852
134692,202854
134692,202850
134692,202856
134692,202855
134692,133347
134692,133396
134692,133307
134692,133408
134692,135045
134692,133380
134693,133084
134693,134759
134693,134705
134693,134758
134693,134696
134693,134698
134694,134689
134694,132471
134696,134705
134696,135148
134696,134693
134698,135179
134698,134762
134698,134705
134698,134693
134699,134746
134703,134627
134705,134693
134705,134696
134705,134698
134706,135132
134706,134600
134707,133099
134707,134712
134707,133084
134707,134953
134708,135132
134709,135132
134711,132471
134711,135628
134711,135132
134711,132173
134711,134689
134711,133200
134712,135132
134712,133098
134712,134713
134712,134707
134713,134627
134713,135132
134713,134712
134716,133315
134717,135017
134717,134497
134717,134582
134717,133696
134717,133684
134717,134524
134719,134578
134719,133260
134719,131670
134719,134593
134719,134587
134719,134591
134719,133623
134719,133642
134719,134734
134719,135030
134720,133311
134720,192928
134720,133393
134723,183890
134724,183890
134724,134593
134724,134735
134724,133642
134724,134591
134724,134587
134725,134726
134725,132436
134726,134725
134726,132434
134727,134729
134727,184562
134727,184561
134727,131982
134729,134319
134729,141386
134729,134727
134729,184562
134729,184561
134731,132675
134731,132715
134731,132340
134734,134719
134734,135198
134735,183890
134735,134593
134735,134587
134735,134591
134735,133642
134735,134724
134736,135109
134736,133314
134736,135108
134737,163063
134738,133924
134738,133907
134738,133906
134738,133669
134738,133954
134738,134513
134738,133941
134740,173203
134744,133810
134744,133879
134744,133855
134744,133877
134746,133408
134746,134699
134746,133380
134747,134676
134747,134217
134750,134689
134750,132471
134750,134219
134750,132472
134750,132441
134750,134252
134751,133306
134757,133734
134758,133084
134758,134693
134758,134759
134759,134762
134759,134758
134759,134693
134759,133098
134761,133084
134761,134369
134762,134759
134762,133418
134762,133296
134762,134698
134770,134383
134778,186568
134778,186567
134783,139317
134843,132463
134843,132441
134843,132448
134933,132831
134939,134530
134941,132322
134942,134270
134942,134327
134944,133177
134944,133201
134944,133222
134944,133113
134948,133206
134948,134967
134949,133207
134949,134967
134949,143843
134950,133249
134950,132228
134950,133167
134950,133227
134951,135025
134951,135254
134951,134259
134951,134258
134951,133234
134951,134293
134951,135034
134952,135025
134952,135375
134952,135033
134953,134396
134953,133098
134953,134707
134953,132243
134954,132265
134954,132253
134955,134604
134955,134110
134957,134287
134957,134296
134957,134340
134960,132651
134960,132625
134960,133017
134963,133228
134963,133227
134963,135027
134966,133431
134966,133598
134966,133628
134967,133206
134967,134949
134967,143843
134967,134948
134968,134284
134968,134321
134968,133208
134969,135275
134969,134031
134970,135513
134970,131754
134970,143545
134970,135169
134971,134984
134971,131550
134971,135010
134971,135026
134971,131592
134974,132173
134974,131566
134975,133038
134975,131544
134975,131662
134976,133059
134976,131639
134977,135485
134978,131566
134978,132238
134978,132551
134978,131633
134978,132173
134980,134065
134980,132579
134982,131559
134983,133038
134983,132903
134983,132870
134983,132904
134983,132864
134984,134971
134993,131590
134993,131546
134993,131548
134993,131560
134994,131774
134997,166386
134997,135011
134997,131650
134997,131661
134997,131752
134997,131653
134998,131763
134998,131607
134998,131761
134998,133563
134998,131800
134998,133740
134998,131687
135009,131582
135010,134971
135010,132557
135010,132676
135010,133017
135010,131566
135010,132625
135010,133444
135010,133489
135010,132173
135010,132340
135011,134997
135012,133668
135012,134524
135012,133477
135013,134568
135013,134552
135014,134535
135014,135039
135014,134524
135016,134501
135017,134717
135017,134486
135017,133495
135018,134530
135020,135041
135022,134530
135024,133549
135025,134951
135025,134952
135025,133227
135025,135034
135025,135032
135025,135033
135025,135249
135026,131564
135026,134971
135027,134963
135027,133227
135027,131652
135030,134593
135030,135198
135030,134719
135032,132228
135032,133249
135032,133228
135032,135025
135032,133243
135033,134952
135033,134258
135033,134259
135033,134293
135033,133234
135033,135025
135034,135025
135034,135375
135034,134951
135035,131538
135036,133472
135037,131692
135037,134177
135039,182664
135039,135014
135039,133495
135039,133669
135040,184895
135040,184894
135041,136564
135041,136563
135041,135020
135041,131779
135041,131751
135041,135160
135041,131780
135045,133307
135045,133380
135045,133408
135045,134692
135046,182332
135046,133394
135047,135357
135047,131725
135047,133317
135047,131533
135047,131697
135049,131601
135050,133365
135051,133355
135051,133337
135055,202731
135055,135056
135056,133387
135056,135106
135056,135303
135056,205841
135056,135055
135056,133419
135058,133350
135059,133602
135059,133352
135060,133385
135060,131708
135060,143598
135066,135087
135067,136021
135067,136588
135067,131890
135068,133833
135069,133879
135069,135086
135072,133890
135075,135091
135080,135087
135083,131892
135085,135089
135086,133879
135086,135069
135086,133840
135087,135066
135087,135080
135087,133324
135089,135085
135091,135075
135092,134013
135093,134169
135095,134095
135096,134095
135096,133827
135097,134162
135097,141154
135097,141397
135097,185109
135097,133576
135097,134046
135097,134197
135100,131735
135100,135293
135100,134085
135100,132591
135101,134172
135101,133582
135101,134393
135101,134396
135101,134170
135101,134408
135101,132917
135101,132094
135101,135610
135101,133268
135101,134014
135101,131847
135101,134144
135101,132851
135101,131814
135101,132887
135101,132891
135101,131593
135101,134690
135101,132444
135101,134296
135101,132874
135101,134250
135101,134288
135101,132066
135101,134112
135101,132472
135101,134269
135101,134183
135101,205441
135101,202956
135104,133255
135104,133257
135104,133256
135104,133254
135104,191239
135104,190371
135104,132039
135105,133660
135105,131845
135105,133647
135105,182092
135106,135303
135106,135056
135106,150603
135106,134235
135106,205841
135106,133967
135106,133924
135106,133318
135106,134621
135106,133907
135106,134265
135106,132441
135106,133359
135106,135107
135106,131836
135106,131711
135106,133941
135107,134410
135107,135106
135107,133318
135107,133419
135108,133492
135108,135109
135108,133314
135108,134736
135109,133479
135109,133492
135109,133312
135109,134736
135109,135108
135110,133280
135110,133289
135112,134285
135117,135121
135117,135122
135118,133101
135120,133720
135121,135943
135121,135117
135121,133642
135121,134587
135121,131800
135121,133581
135121,133563
135122,135117
135122,135943
135122,133563
135122,133642
135122,131800
135122,134587
135122,133581
135124,135635
135128,131570
135128,131678
135128,133935
135128,131535
135130,131942
135130,133590
135130,134074
135132,135607
135132,134709
135132,133081
135132,133158
135132,133217
