"CLA_GR_UID","THE_TE_UID","TERM","INDEX_TERM","SCOPE_NOTE","STATUS","IMAGE_EXISTS"
567,145285,"PARAPET","Y","A low wall, sometimes battlemented, placed to protect any spot where there's a drop.","P",
567,145286,"Perpendicular Tracery","N",,"N",
567,145287,"PIER","Y","A solid masonry support, distinct from a column.","P",
567,145288,"PILASTER","Y","A shallow pier projecting only slightly from the wall face.","P",
567,145289,"PILLAR","Y","A free-standing upright member - doesn't have to be cylindrical.","P",
567,145290,"Plat Band","N",,"N",
567,145291,"PLATE TRACERY","Y","The earliest and most elementary form of tracery, having the effect of simple openings cut out of a stone infilling or plate.","P",
567,145292,"PLINTH","Y","The projecting base of a wall or column.","P",
567,145293,"QUOINS","Y","Dressed stones at the corners of a building, laid so their faces alternate long and short.","P",
567,145294,"Rectilinear Tracery","N",,"N",
567,145295,"RELIEVING ARCH","Y","An arch built into a wall above another arch or lintel to relieve it of some of the weight of the structure above.","P",
567,145296,"RENDERING","Y","Plastering of an outer wall","P",
567,145297,"RETICULATED TRACERY","Y","A form of bar tracery consisting of circles drawn at the top and bottom into ogee shapes","P",
567,145298,"REVERSE OGEE MOULDING","Y","A moulding with a reversed-S shaped profile.","P",
567,145299,"RIB","Y","A projecting band on a ceiling or vault.","P",
567,145300,"ROLL MOULDING","Y","Large convex moulding, usually semicircular or three-quarters of a circle in section.","P",
567,145301,"SCOTIA","Y","A deeply concaved moulding, with a projecting lower edge, that sits at the base of a column between two torus mouldings.","P",
567,145302,"SCROLL MOULDING","Y","A moulding resembling in outline the end of a rolled scroll of paper; the overlapping edge may be either angular or curved.","P",
567,145303,"SEGMENTAL ARCH","Y","An arch made up of part of a circle, the centre of which is below its springing line.","P",
567,145304,"SHAFT","Y","The trunk of a column b etween the base and the capital.","P",
128,148384,"PEDESTAL BEAKER","Y","A beaker adapted by having a pedestal base. The upper part of the pedestal is solid and may be thrown as an integral part of the vessel, or added as a separate element.(Source: MPRG)","P",
128,148385,"Stemmed Beaker","N","(Source: MPRG)","N",
128,148386,"Stemmed Goblet","N","(Source: MPRG)","N",
128,148387,"ROUNDED BEAKER","Y","A beaker with convex body walls. (Source: MPRG)","P",
128,148388,"WAISTED BEAKER","Y","A beaker with a construction above the base to form a waisted profile. (Source: MPRG)","P",
128,148389,"CARINATED CUP","Y","A cup with a marked change of angle in the body wall, generally at the point of maximum girth. (Source: MPRG)","P",
128,148390,"Collar Rim Cup","N","(Source: MPRG)","N",
128,148391,"FLARED CUP","Y","A cup with sides falring outwards from the base towards the rim, usually with a single handle.","P",
128,148392,"NECKED CUP","Y","A cup with a rounded body beneath a deep neck. There may be a marked junction between neck and body and the angle of the neck may be inward-sloping, upright or everted. (Source: MPRG)","P",
128,148393,"Thistle Tyg","N","(Source: MPRG)","N",
128,148394,"ROUNDED CUP","Y","A cup with convex body walls. (Source: MPRG)","P",
128,148395,"PEDESTAL CUP","Y","A cup adapted by the addition of a pedestal base. (Source: MPRG)","P",
128,148396,"LOBED CUP","Y","A vessel composed of three or more equally spaced lobes and usually, a waisted or pedestal base. The handles are vertical loops, generally of strap form. There may be two opposed handles, or one per lobe junction. (Source: MPRG)	","P",
128,148397,"FUDDLING CUP","Y","A vessel composed of three or more separate compartments, joined together and pierced to allow liquid to flow from one to another. There may be one or more handles. (Source: MPRG)","P",
128,148398,"PUZZLE CUP","Y","A form of cup which incorporates a joke or conundrum, where cut-outs or holes in the body make conventional use impossible. The puzzle is how to drink from it without getting wet; usually achieved by sucking through a hollow rim or handle. (Source: MPRG)","P",
128,148399,"BARREL SHAPED MUG","Y","A mug with little or no discernible neck and an even, convex profile from rim to base, which have roughly equal diameters. (Source: MPRG)","P",
128,148400,"CONICAL MUG","Y","A mug with more-or-less straight side which flare out from the rim to the wider base. (Source: MPRG)","P",
128,148401,"SCHNELLE","Y","A German stoneware form of conical mug. (Source: MPRG)","P",
128,148402,"CYLINDRICAL MUG","Y","A mug with roughly vertical body walls. (Source: MPRG)","P",
128,148403,"FLARED MUG","Y","A mug with straight sides flaring outwards from the base towards the rim. (Source: MPRG)","P",
128,148404,"ROUNDED MUG","Y","A mug with a rounded body profile below a deep neck. There may be a marked junction between the neck and the body. The neck may be inward-sloping, upright or everted. (Source: MPRG)","P",
128,148405,"TRICHTERHALSKRUG","Y","A specific German Stoneware form of rounded mug. (Source: MPRG)","P",
128,148406,"COLLARED LID","Y","A lid with a carinated conical profile and straight vertical sides, surmounted by a conical top with and integral knob. (Source: MPRG)","P",
128,148407,"CONICAL LID","Y","A lid with a shallow conical profile and an integral knob. (Source: MPRG)","P",
128,148408,"DISH LID","Y","A simple flat-topped lid resembling an inverted dish but with no central knob or handle. (Source: MPRG)","P",
128,148409,"DOMED LID","Y","A lid with a shallow domed profile and a central knob. (Source: MPRG)","P",
128,148410,"FLAT LID","Y","A simple, flat or nearly flat lid. In ceramic forms, often made by rolling out clay rather than by throwing on a wheel. (Source: MPRG)","P",
128,148411,"FLAT TOPPED LID","Y","A lid resembling an inverted dish with a flat top and an integral or added knob or loop handle. (Source: MPRG)","P",
128,148412,"SAUCER SHAPED LID","Y","A lid comprising a shallow flared dish with an integral knob rising from the centre. (Source: MPRG)","P",
128,148413,"FLANGED LID","Y","A lid with a distinct flange, projecting upwards, horizontally or downwards, and an integral knob. Complex examples can include a simple locking device: lugs on the lower flange can be twisted into matching cut-outs in the rim to lock it. (Source: MPRG)","P",
128,148414,"LOCKING LID","Y","A type of flanged lid where the lower flange is partly cut away to leave two projections or lugs, which can be fitted into corresponding cut-outs in the rim of the vessel beneath and secure the lid when it is rotated. (Source: MPRG)","P",
128,148415,"COMPLEX LID","Y","A complex or ornate lid which cannot be easily classified according to the main forms of lid. (Source: MPRG)","P",
128,148416,"SAUCER CANDLESTICK","Y","A candlestick in which a simple socket is set in the centre of a drip tray or saucer. There may be a vertical loop handle linking the socket to the rim of the saucer. (Source: MPRG)","P",
128,148417,"Chamber Candlestick","N","(Source: MPRG)","N",
128,148418,"Hand Lamp","N","(Source: MPRG)","N",
128,148419,"UPRIGHT CANDLESTICK","Y","A candlestick in which the socket is above a drip tray or grease tray, placed on a pedestal base which is generally hollow. There may be a vertical loop handle and one or more secondary drip trays. (Source: MPRG)","P",
128,148420,"COMPARTMENTED LAMP","Y","A deep, square or rectangular, flat slab of clay, the upper surface of which has two or more cup-shaped holders cut into it. (Source: MPRG)","P",
128,148421,"DOUBLE SHELLED LAMP","Y","A pedestal lamp with a drip-tray below the bowl. There may be a vertical loop handle linking bowl and drip-tray. Some variants have a more enclosed bowl form with a small tubular spout projecting from the bowl. (Source: MPRG)","P",
128,148422,"HEMISPHERICAL LAMP","Y","A small hemispherical bowl with a pinched or pulled wick lip. (Source: MPRG)","P",
128,148423,"PEDESTAL LAMP","Y","A small bowl on a pedestal base, which may be solid or at least partly hollow. It may have a wick lip at the rim or a lug handle. (Source: MPRG)","P",
128,148424,"SAUCER LAMP","Y","A small bowl on a pedestal base above a drip-tray or saucer. It may have a wick lip at the rim. May have pierced lugs projecting form the rim for suspension of a handle, spout or vertical loop handle linking bowl and saucer. (Source: MPRG)","P",
128,148425,"SPIKE LAMP","Y","A small hemispherical or flared bowl with a solid pointed base or spike. May include a wick lip at the rim and one or two pierced lugs for suspension. (Source: MPRG)","P",
128,148426,"Pricket Lamp","N","(Source: MPRG)","N",
145,144090,"CEBU","Y",,"P",
145,144091,"CERES","Y",,"P",
145,144092,"CHANIA","Y",,"P",
145,144093,"Khania","N",,"N",
145,144094,"CHARENTE MARITIME","Y",,"P",
145,144095,"MARANS","Y",,"P",
145,144096,"CHESAPEAKE BAY","Y",,"P",
145,144097,"CIBOURE","Y",,"P",
145,144098,"SOCOA","Y",,"P",
145,144099,"CLEY NEXT THE SEA","Y",,"P",
145,144100,"COLDINGHAM","Y",,"P",
145,144101,"COMBE MARTIN","Y",,"P",
145,144102,"COOSAW RIVER","Y",,"P",
145,144103,"COTES D'ARMOR","Y",,"P",
145,144104,"ERQUY","Y",,"P",
145,144105,"COURCELLES","Y",,"P",
145,144106,"CRAIL","Y",,"P",
145,144107,"CRIMEA","Y",,"P",
145,144108,"CZECH REPUBLIC","Y",,"P",
145,144109,"RIVER DANUBE","Y",,"P",
145,144110,"Donau","N",,"N",
145,144111,"Dunaj","N",,"N",
145,144112,"Duna","N",,"N",
145,144113,"Dunav","N",,"N",
145,144114,"CULLERA","Y",,"P",
145,144115,"CZECHOSLOVAKIA","Y","Use only for historic state of Czechoslovakia, where new state is known index with CZECH REPUBLIC or SLOVAKIA.","P",
145,144116,"SLOVAKIA","Y",,"P",
145,144117,"HUNGARY","Y",,"P",
145,144118,"Cette","N",,"N",
145,144119,"GALAXIDHION","Y",,"P",
145,144120,"Chaleion","N",,"N",
145,144121,"Galaxidi","N",,"N",
145,144122,"DARLINGTON","Y",,"P",
145,144123,"DELFSHAVEN","Y",,"P",
145,144124,"DEMMIN","Y",,"P",
145,144125,"DOBO","Y",,"P",
145,144126,"DOGGER BANK","Y",,"P",
145,144127,"DONCASTER","Y",,"P",
145,144128,"DORNUMERSIEL","Y",,"P",
145,144129,"Dormumersiel","N",,"N",
145,144130,"DUBROVNIK","Y",,"P",
145,144131,"Ragusa","N",,"N",
145,144132,"DUNBALL","Y",,"P",
145,144133,"DUNBEATH","Y",,"P",
145,144134,"DUNDAS","Y",,"P",
145,144135,"Uummannaq","N",,"N",
145,144136,"Donostia San Sebastian","N",,"N",
145,144137,"Durdragh","N",,"N",
145,144138,"EAST AFRICA","Y",,"P",
145,144139,"EAST QUANTOXHEAD","Y",,"P",
145,144140,"EDAY","Y",,"P",
145,144141,"EGERSUND","Y",,"P",
145,144142,"ELBLAG","Y",,"P",
145,144143,"Elbing","N",,"N",
145,144144,"ELMER SANDS","Y",,"P",
145,144145,"ELSWICK","Y",,"P",
145,144146,"ENO","Y",,"P",
145,144147,"Exon","N",,"N",
145,144148,"FAIAL (AZORES)","Y",,"P",
145,144149,"FAIAL (MADEIRA)","Y",,"P",
145,144150,"FALSTER","Y",,"P",
145,144151,"STORSTROM","Y",,"P",
145,144152,"FETLAR","Y",,"P",
145,144153,"FINDHORN","Y",,"P",
145,144154,"FINISTERRE","Y",,"P",
145,144155,"FISHERROW","Y",,"P",
145,144156,"FLAMBOROUGH","Y",,"P",
145,144157,"FLINT","Y",,"P",
145,144158,"FOBBING","Y",,"P",
145,144159,"FORT LIBERTE","Y",,"P",
145,144160,"FORT WILLIAM","Y",,"P",
145,144161,"FRECKLETON","Y",,"P",
145,144162,"FREDERIKSBORG","Y",,"P",
145,144163,"FREDERIKSDAL","Y",,"P",
145,144164,"FREDERIKSHAVN","Y",,"P",
145,144165,"NORDJYLLAND","Y",,"P",
145,144166,"Faeroe Islands","N",,"N",
145,144167,"Foroyar","N",,"N",
145,144168,"HALDEN","Y",,"P",
145,144169,"Fredrikshald","N",,"N",
145,144170,"Fredrikshall","N",,"N",
145,144171,"WEST AFRICA","Y",,"P",
145,144172,"GAMBIA","Y",,"P",
145,144173,"GAMLEBY","Y",,"P",
145,144174,"GAVLEBORG","Y",,"P",
145,144175,"SANDARNE","Y",,"P",
145,144176,"GLUCKSTADT","Y",,"P",
145,144177,"GOEREE OVERFLAKKEE","Y",,"P",
145,144178,"GOLDSBORO (PENNSYLVANIA)","Y",,"P",
145,144179,"GOTLAND","Y",,"P",
145,144180,"GUIPUZCOA","Y",,"P",
145,144181,"HONDARRIBIA","Y",,"P",
145,144182,"HALLSTA","Y",,"P",
145,144183,"SODERMANLAND","Y",,"P",
145,144184,"HAPARANDA","Y",,"P",
145,144185,"NORRBOTTEN","Y",,"P",
145,144186,"HARTLAND POINT","Y",,"P",
145,144187,"HAWARDEN","Y",,"P",
145,144188,"HEACHAM","Y",,"P",
145,144189,"HELLESTED","Y",,"P",
145,144190,"HELSINKI","Y",,"P",
145,144191,"HESWALL","Y",,"P",
145,144192,"HIGHBRIDGE","Y",,"P",
145,144193,"HOMMELVIK","Y",,"P",
145,144194,"VEJLE","Y",,"P",
145,144195,"HORSENS","Y",,"P",
145,144196,"HOWDEN","Y",,"P",
145,144197,"HOYLAKE","Y",,"P",
145,144198,"Hernosand","N",,"N",
145,144199,"LINDISFARNE","Y",,"P",
145,144200,"Holy Island","N",,"N",
145,144201,"INNER HEBRIDES","Y",,"P",
145,144202,"MULL","Y",,"P",
145,144203,"ISLAS LOBOS DE AFUERA","Y",,"P",
145,144204,"ISLAS LOBOS DE TIERRA","Y",,"P",
145,144205,"Ilha Da Madeira","N",,"N",
145,144206,"JAMTLAND","Y",,"P",
145,144207,"JONKOPING","Y",,"P",
145,144208,"TEL AVIV YAFO","Y",,"P",
145,144209,"Jaffa","N",,"N",
145,144210,"Jernemuts","N",,"N",
145,144211,"KALUNDBORG","Y",,"P",
145,144212,"OVERIJSSEL","Y",,"P",
145,144213,"KAMPEN","Y",,"P",
145,144214,"KATTEGAT","Y",,"P",
145,144215,"SKAGERRAK","Y",,"P",
145,144216,"KEM","Y",,"P",
145,144217,"KERNEVEL","Y",,"P",
145,144218,"Kermovel","N",,"N",
145,144219,"KILLOUGH","Y",,"P",
145,144220,"KIRKLEY","Y",,"P",
145,144221,"KNOTTINGLEY","Y",,"P",
145,144222,"KOBENHAVN (DISTRICT)","Y",,"P",
145,144223,"KOPPARBERG","Y",,"P",
145,144224,"KORCULA","Y",,"P",
145,144225,"KRISTIANSTAD","Y",,"P",
145,144226,"KRISTINEHAMN","Y",,"P",
145,144227,"KRONOBERG","Y",,"P",
145,144228,"Kobenhavn (City)","N",,"N",
145,144229,"Konigsberg","N",,"N",
145,144230,"L'Ecluse","N",,"N",
145,144231,"LA SEYNE SUR MER","Y",,"P",
145,144232,"LANCING","Y",,"P",
145,144233,"LANDERNEAU","Y",,"P",
145,144234,"LANGSTONE","Y",,"P",
145,144235,"LARGS","Y",,"P",
145,144236,"NORTH AYRSHIRE","Y",,"P",
145,144237,"LARNE LOUGH","Y",,"P",
145,144238,"Lough Larne","N",,"N",
145,144239,"LAXEY","Y",,"P",
145,144240,"LESBOS","Y",,"P",
145,144241,"LEMNOS","Y",,"P",
145,144242,"MUDROS","Y",,"P",
145,144243,"Moudros","N",,"N",
145,144244,"LEMVIG","Y",,"P",
145,144245,"RINGKOBING","Y",,"P",
145,144246,"LESCONIL","Y",,"P",
145,144247,"LIEBENAU","Y",,"P",
145,144248,"LIGURIA","Y",,"P",
145,144249,"LITTLE STOKE","Y",,"P",
145,144250,"LITTLEFERRY","Y",,"P",
145,144251,"LOBITOS","Y",,"P",
145,144252,"PIURA","Y",,"P",
145,144253,"LOCTUDY","Y",,"P",
145,144254,"LOLLAND","Y",,"P",
145,144255,"LOSTWITHIEL","Y",,"P",
145,144256,"LOUISBURG","Y",,"P",
145,144257,"LOW NEWTON BY THE SEA","Y",,"P",
145,144258,"LYBSTER","Y",,"P",
145,144259,"LYNGOR","Y",,"P",
145,144260,"LYTHAM ST ANNES","Y",,"P",
145,144261,"La Houle","N",,"N",
145,144262,"Libau","N",,"N",
145,144263,"Lusinpicolo","N",,"N",
145,144264,"VELI LOSINJ","Y",,"P",
145,144265,"Lussingrande","N",,"N",
145,144266,"Lussino","N",,"N",
145,144267,"MACEIO","Y",,"P",
145,144268,"MACKAY","Y",,"P",
145,144269,"MADEIRA ISLANDS","Y",,"P",
145,144270,"MAGELLANES-ANTARTICA","Y",,"P",
145,144271,"PUNTA ARENAS","Y",,"P",
145,144272,"MALMOHUS","Y",,"P",
145,144273,"MARINELLA","Y",,"P",
145,144274,"Selinus","N",,"N",
145,144275,"MARSTRAND","Y",,"P",
145,144276,"MAWGAN","Y",,"P",
145,144277,"MELILLA","Y",,"P",
145,144278,"PRESIDIOS","Y",,"P",
145,144279,"MERIKARVIA","Y",,"P",
145,144280,"Sastmola","N",,"N",
145,144281,"MILLOM","Y",,"P",
145,144282,"MILLWALL","Y",,"P",
145,144283,"MINATITLIN","Y",,"P",
145,144284,"MOGADORE","Y",,"P",
145,144285,"MONACO","Y",,"P",
145,144286,"MORAY FIRTH","Y",,"P",
145,144287,"MORRISONS HAVEN","Y",,"P",
145,144288,"MOTRIL","Y",,"P",
145,144289,"MOUTH MILL","Y",,"P",
145,144290,"NAIRN","Y",,"P",
145,144291,"NARVIK","Y",,"P",
145,144292,"NAVARRA","Y",,"P",
145,144293,"PAMPLONA","Y",,"P",
145,144294,"NAVASSA","Y",,"P",
145,144295,"NESTON","Y",,"P",
145,144296,"NEW ENGLAND","Y",,"P",
145,144297,"VERMONT","Y",,"P",
145,144298,"NEWBURGH","Y",,"P",
145,144299,"NEWPORT NEWS","Y",,"P",
145,144300,"NORMANDY","Y",,"P",
145,144301,"NORRESUNDBY","Y",,"P",
145,144302,"NORTH AFRICA","Y",,"P",
145,144303,"NORTH SUNDERLAND","Y",,"P",
145,144304,"NYKOBING","Y",,"P",
145,144305,"Noord Holland","N",,"N",
567,145305,"SHOULDERED ARCH","Y","A flat arch or lintel with quadrants on the corbels rising from the jambs.","P",
567,145306,"SILL","Y","The horizontal member at the base of a timber-framed wall or the base of a door or window frame.","P",
567,145307,"SKIRTING","Y","The edging attached to the base of an internal wall.","P",
567,145308,"Soffit","N",,"N",
567,145309,"SPAN","Y","The horizontal distance between two supporting members, such as the abutments of an arch, the walls carrying a roof, etc.","P",
567,145310,"SPANDREL","Y","The triangular space to the outside of the haunch of an arch.","P",
567,145311,"SPLAY","Y","The sloping chamfer cut into walls, eg. for a window opening.","P",
567,145312,"SPRINGING LINE","Y","The point at which an arch or vault rises from its support.","P",
567,145313,"STRAINER ARCH","Y","An arch whose purpose is to arrest or prevent structural movement in a building.","P",
567,145314,"STRING COURSE","Y","A horizontal band set into and projecting from the surface of an external wall, usually moulded.","P",
567,145315,"SUNK CHAMFER MOULDING","Y","A chamfer moulding with a shallow flat recess and raised edges.","P",
567,145316,"THREE CENTRED ARCH","Y","A depressed arch formed around three arcs: two struck from the springing line with one centrally placed arc struck from below it.","P",
567,145317,"TIERCERON","Y","A secondary rib issuing from the main supports and inserted between the transverse ribs or wall ribs and diagonal ribs.","P",
567,145318,"TRACERIED HEAD","Y","Ornamental work at the head of a window.","P",
567,145319,"TRACERY","Y","Decorative forms of window openings.","P",
567,145320,"TRANSOM","Y","A horizontal bar in a window.","P",
567,145321,"TRANSVERSE RIB","Y","The rib running at right angles to the wall across the width of the space that is vaulted. It supports the vault and defines a bay.","P",
567,145322,"TRANSVERSE RIDGE RIB","Y","A secondary decorative or structural rib placed along the transverse axis of a bay.","P",
567,145323,"TUDOR ARCH","Y","A flattened pointed arch, with a low elliptical shape, usually drawn from four centres.","P",
567,145324,"TUSKING","Y","Stones left projecting from a wall for subsequent bonding into another wall.","P",
567,145325,"UNDERCROFT","Y","A vaulted room beneath an upper room.","P",
567,145326,"VAULT","Y","An arched ceiling or roof, the depth of which exceeds its span.","P",
567,145327,"VAULT COMPONENT","N","The parts which go to make up a vault. Use specific terms.","P",
567,145328,"VOUSSOIR","Y","One of a series of radiating wedge-shaped stones or bricks used to form an arch.","P",
567,145329,"WALL","Y","A structure, usually of brick, stone or timber, that encloses or defines a space or room.","P",
567,145330,"WALL FOOTINGS","Y","Material used to form a structurally sound base for the construction of the wall above. The depth and width of the footings and material used varies greatly and depends on the nature of the site and on the available building material.","P",
567,145331,"WAVE MOULDING","Y","An undulating moulding, consisting of shallow concave/convex/concave curves.","P",
567,145332,"WEB","Y","A compartment of a vault.","P",
567,145333,"WELL","Y",,"P",
567,145334,"WINDOW","Y","An opening in a wall, roof, door, etc to allow light to enter. Usually used to include all component parts.","P",
567,145335,"WINDOW COMPONENTS","N","The components which form a window.","P",
568,145336,"ARCHITRAVE","Y","The lowest of the three main parts of an entablature. Also the lintels, jambs and mouldings surrounding a door, window, panels or niche; or the ornamental mouldings around the exterior curve of an arch.","P",
568,145337,"BEAM","Y","A horizontal timber member.","P",
568,145338,"BOTTOM PANEL","Y","A defined portion of a door, usually rectangular, which may be recessed, level with or proud of its surrounding surface and may be framed by mouldings or channels.","P",
568,145339,"BOTTOM RAIL","Y","The horizontal member in a panelled door.","P",
568,145340,"BRACE","Y","A diagonal timber used to strengthen a timber frame.","P",
568,145341,"BUTT PURLIN","Y","A purlin that is joined to a principal rafter by a tenon joint.","P",
568,145342,"CLOSE STUDDING","Y","Walls that are constructed of timber posts set very close together, the spaces infilled with plastered panels.","P",
568,145343,"COLLAR BEAM","Y","Beam tying together a pair of rafters, distinct from a tie beam","P",
568,145344,"COLLAR PURLIN","Y","A longitudinal member in a roof, running beneath the collar beams and intended to give stability to the roof.","P",
568,145345,"COMMON RAFTER","Y","Rafters that infill between the principal rafters.","P",
568,145346,"CROSS RAIL","Y","A horizontal timber member of a timber framed wall.","P",
568,145347,"CROWN POST","Y","An upright timber standing on a tiebeam to support a collar or purlin. Once used as an alternative to king post, this term is now restricted to the shorter post ending at collar level.","P",
568,145348,"CROWN POST ROOF","Y","A roof with a post placed centrally on a tie beam to support a collar purlin.","P",
568,145349,"CRUCKS","Y","A truss formed from pairs of curved timbers, known as blades, the pair frequenty derived from the same tree.","P",
568,145350,"DOOR","Y","The entrance to a building, apartment or any enclosure consisting of a movable barrier, usually lockable, of wood or other materials.","P",
568,145351,"DOOR COMPONENT","N",,"P",
568,145352,"FRIEZE RAIL","Y","A horizontal member in a panelled door, usually below the Top Rail and above the Lock Rail.","P",
568,145353,"HAMMER POST","Y","A vertical timber resting on a hammer beam and forming a triangle between it and a principal.","P",
568,145354,"HAMMERBEAM","Y","A short projecting beam that does not meet its opposite and corresponding member which recieves a Hammerpost and an arched brace.","P",
568,145355,"HAMMERBEAM ROOF","Y","A roof consisting of trusses that have a pair of brackets (the hammerbeams, like a tie beamwith the central section missing), supporting the hammer posts that in turn support the rafters.","P",
568,145356,"HANGING STILE","Y","An upright member on the side of a door into which the hinges are fixed.","P",
568,145357,"HIPPED ROOF","Y","A roof with sloped instead of vertical gable ends.","P",
568,145358,"JETTY","Y","The projection of an upper storey beyond the one below, created by beams and joists of the lower storey projecting beyond the external elevation.","P",
568,145359,"JOIST","Y","Horizontally laid timbers between the walls and beams of a building to carry the floorboards.","P",
568,145360,"KING POST","Y","A vertical member placed on the centre of a tie beam to support a ridge or ridge beam.","P",
128,148427,"FLARED CURFEW","Y","A curfew with straight sides flaring outwards from the top. (Source: MPRG)","P",
128,148428,"Bowl Curfew","N",,"N",
128,148429,"HEMISPHERICAL CURFEW","Y","A curfew with a rounded profile merging into a rounded top, with no discernible angle. (Source: MPRG)","P",
128,148430,"Bell Shaped Curfew","N","(Source: MPRG)","N",
128,148431,"HALF ROUND CURFEW","Y","A curfew consisting of a half section of an inverted bowl. The form has been adapted for use against a wall. (Source: MPRG)","P",
128,148432,"FLANGED CURFEW","Y","A curfew consisting of a half-bell shape with a raised flange around the cut-away side. A vertical loop handle joins the flange and body. The form is adapted for use against a wall and some are highly decorated. (Source: MPRG)","P",
560,148433,"FLOT","Y","The material which floats during the floatation of samples as a means of recovering charred plant remains from an archaeological context.","P",
560,148434,"RESIDUE","Y","The material that does not float during the floatation of samples as a means of recovering charred plant remains from an archaeological context. Also, the material remaining following wet or dry sieving of course sieved samples.","P",
560,148435,"Heavy Residue","N",,"N",
1,148437,"MATZEVAH","Y","A Jewish graveyard headstone.","P",
1,148438,"SIGNAL POST","Y","A cast iron post similar to a lamp post, with revolving top to carry either coloured plates, or an oil lamp with coloured glass at night. Associated with canal or river navigation locks.","P",
145,144306,"OAXACA","Y",,"P",
145,144307,"PALOMARES","Y",,"P",
145,144308,"OBAN","Y",,"P",
145,144309,"ODENSE","Y",,"P",
145,144310,"OREBRO","Y",,"P",
145,144311,"OSTERGOTLAND","Y",,"P",
145,144312,"OUTER HEBRIDES","Y",,"P",
145,144313,"OWER","Y",,"P",
145,144314,"OXWICH BAY","Y",,"P",
145,144315,"PADANG","Y",,"P",
145,144316,"PALMA","Y",,"P",
145,144317,"PAPA WESTRAY","Y",,"P",
145,144318,"PENTLAND FIRTH","Y",,"P",
145,144319,"PEPPERCOMBE","Y",,"P",
145,144320,"PETERHEAD","Y",,"P",
145,144321,"PETERSBURG (VIRGINIA)","Y",,"P",
145,144322,"PETTYCUR","Y",,"P",
145,144323,"PICTOU","Y",,"P",
145,144324,"PIOMBINO","Y",,"P",
145,144325,"PISA","Y",,"P",
145,144326,"POINT OF AYR","Y",,"P",
145,144327,"POINTE DE CROISIC","Y",,"P",
145,144328,"POMARON","Y",,"P",
145,144329,"PONT L'ABBE","Y",,"P",
145,144330,"PONTORSON","Y",,"P",
145,144331,"PORLOCK","Y",,"P",
145,144332,"PORT EN BESSIN HUPPAIN","Y",,"P",
145,144333,"PORT LOUIS","Y",,"P",
145,144334,"PORT SUNLIGHT","Y",,"P",
145,144335,"PORTGORDON","Y",,"P",
145,144336,"PORTH","Y",,"P",
145,144337,"PORTMAHOMACK","Y",,"P",
145,144338,"PORTO ALEGRE","Y",,"P",
145,144339,"PORTRUSH","Y",,"P",
145,144340,"PREESALL","Y",,"P",
145,144341,"PUTTERSHOEK","Y",,"P",
145,144342,"Pampeluna","N",,"N",
145,144343,"QUEENBOROUGH","Y",,"P",
145,144344,"RAVENSCAR","Y",,"P",
145,144345,"RIBE","Y",,"P",
145,144346,"RICHMOND UPON THAMES","Y",,"P",
145,144347,"RIVER AMAZON","Y",,"P",
145,144348,"RIVER AVON","Y",,"P",
145,144349,"RIVER DEE","Y",,"P",
145,144350,"RIVER EXE","Y",,"P",
145,144351,"RIVER FORTH","Y",,"P",
145,144352,"RIVER GAMBIA","Y",,"P",
145,144353,"RIVER OUSE","Y",,"P",
145,144354,"RIVER SWALE","Y",,"P",
145,144355,"RIVER WEAR","Y",,"P",
145,144356,"RIVER YARE","Y",,"P",
145,144357,"ROBIN HOODS BAY","Y",,"P",
145,144358,"ROCK FERRY","Y",,"P",
145,144359,"RODBYHAVN","Y",,"P",
145,144360,"Rodby Havn","N",,"N",
145,144361,"ROGERSTONE","Y",,"P",
145,144362,"ROMNEY","Y",,"P",
145,144363,"ROSKILDE","Y",,"P",
145,144364,"ROSS","Y",,"P",
145,144365,"ROSTREVOR","Y",,"P",
145,144366,"ROSYTH","Y",,"P",
145,144367,"ROUSAY","Y",,"P",
145,144368,"RUDKOBING","Y",,"P",
145,144369,"RUNSWICK","Y",,"P",
145,144370,"TALLINN","Y",,"P",
145,144371,"Reval","N",,"N",
145,144372,"SALDANHA BAY","Y",,"P",
145,144373,"SALOU","Y",,"P",
145,144374,"SAMSO","Y",,"P",
145,144375,"SAN CARLOS","Y",,"P",
145,144376,"SAN MIGUEL","Y",,"P",
145,144377,"SAN SEBASTIAN (TIERRA DEL FUEGO)","Y",,"P",
145,144378,"TIERRA DEL FUEGO","Y",,"P",
145,144379,"SANDAY","Y",,"P",
145,144380,"SANNESUND","Y",,"P",
145,144381,"SEATON SLUICE","Y",,"P",
145,144382,"SERVOLA","Y",,"P",
145,144383,"SHAPINSAY","Y",,"P",
145,144384,"SHIELDS","Y",,"P",
145,144385,"SHOEBURYNESS","Y",,"P",
145,144386,"SJOVEGAN","Y",,"P",
145,144387,"SKAELSOR","Y",,"P",
145,144388,"VESTSJAELLAND","Y",,"P",
145,144389,"Skaelskor","N",,"N",
145,144390,"SKARABORG","Y",,"P",
145,144391,"SKERRIES","Y",,"P",
145,144392,"SKUDENESHAVN","Y",,"P",
145,144393,"SOLWAY FIRTH","Y",,"P",
145,144394,"SOUTH BENFLEET","Y",,"P",
145,144395,"SOUTHAMPTON WATER","Y",,"P",
145,144396,"SOUTHERN AFRICA","Y",,"P",
145,144397,"SOUTHTOWN","Y",,"P",
145,144398,"SPIEKEROOG","Y",,"P",
145,144399,"ST HELENS ROAD","Y",,"P",
145,144400,"STANLOW","Y",,"P",
