"CLA_GR_UID","THE_TE_UID","TERM","INDEX_TERM","SCOPE_NOTE","STATUS","IMAGE_EXISTS"
77,83091,"RAISINS","Y","Dried or partially dried grapes eaten as a fruit.","P",
77,83093,"SAFFRON","Y","The stigmas of the crocus, Crocus sativus, used as a flavouring and for colouring food.","P",
77,83100,"CORDAGE","Y","Thick ropes and rigging.","P",
77,83101,"CANNON BALLS","Y","Solid spherical objects, manufactured from stone or metal, fired from cannon.","P",
77,83103,"Cocoa Nuts","N",,"N",
77,83009,"ANTHRACITE","Y","Non bituminous coal","P",
77,83010,"OIL CAKE","Y","Cattle fodder or fertilizer resulting from the extracting of oil from seeds.","P",
77,83015,"CONCRETE PIPES","Y","Pipes manufactured from concrete used in the construction industry for drainage etc.","P",
77,83021,"TURPENTINE","Y","An oil obtained by the distillation of wood and used as a solvent and paint thinner and in some medical preparations.","P",
77,83197,"COCHINEAL","Y","A red dye made from the dried bodies of the insect Dactylopius coccus.","P",
1,83243,"Tailors Workshop","N",,"N",
1,83169,"MIXING HOUSE","Y","A building in which the ingredients of an explosive charge are weighed into their correct proportions and mixed prior to incorporation.","P",
77,83275,"DEALS","Y","Planks or boards manufactured from softwood timber.","P",
77,83279,"SULPHUR","Y","A non-metallic element, yellow in colour, used in a variety of processes.","P",
1,88453,"ELECTRICAL ENGINEERING WORKS","Y","A factory or plant used for the manufacture of electrical machinery or components.","P",
77,88458,"PEPPERS","Y","The fruit of certain varieties of the plant Capsicum Annum eaten as vegetables.","P",
77,88460,"LIQUORICE","Y","A preparation made from the evaporated juice of the rhizome of the plant Glycyrrhiza glabra, used medicinally and as a sweet, usually in the form of a black, chewy substance.","P",
77,88463,"FLANNEL","Y","Soft, loose-textured, woollen or man-made fabric.","P",
77,88465,"PERFUME","Y","A substance designed to emit a sweet smell.","P",
77,88466,"GLASSWARE","Y","Articles, particularly drinking vessels, manufactured from glass.","P",
77,88473,"MUSLIN","Y","Fine cotton fabric of a delicate weave.","P",
77,88474,"NANKEEN","Y","A type of cotton cloth of a pale yellow colour.","P",
1,88482,"POTTING SHED","Y","A shed in which delicate plants are reared from seedlings for planting out later.","P",
1,88491,"RAILWAY CARRIAGE","Y","Use for stationary railway carriage being used for a purpose it wasn't originally intended for - office, shelter, etc.","P",
77,88499,"BRISTLES","Y","Stiff hairs used in the manufacture of brushes.","P",
77,88506,"Cinders","N",,"N",
145,133293,"Holland","N",,"N",
77,88548,"Chestnuts","N",,"N",
145,133316,"ZEEBRUGGE","Y",,"P",
1,88556,"TRAINING COLLEGE","Y","A college where specialist skills, relating to a particular subject, are taught. Use specific type where known.","P",
225,133173,"HAMPDEN","Y","Four-seat, twin-engined medium bomber. Entered service in 1938. After serving Bomber Command from 1939-42, was converted to a torpedo-bomber and mine-layer with RAF Coastal Command.","P",
225,133193,"ANSON","Y","Twin-engined monoplane originally designed as a reconnaissance aircraft, but also widely used as a trainer. Entered RAF service in 1936.","P",
225,133195,"BULLDOG","Y","A single-seat, biplane fighter. One of the last open cockpit types to see widespread service with the RAF, equipping 10 squadrons and, at one point, 70% of the Home Defence fighter force.","P",
225,133197,"Tomahawk","N",,"N",
225,133199,"BOSTON","Y","American A-20 twin-engined, light, day bomber. Some supplied to the RAF and known as the Boston I. Subsequent variations adapted to night flying and re-christened the Havoc.","P",
77,83086,"TIMBER","Y","Wood, cut and seasoned for use as a constructional material.","P",
77,83087,"BEAVER FURS","Y","The pelts of beavers used for the manufacture of fur coats and hats.","P",
77,83104,"PLANKS","Y","Timber sawn into long, flat, pieces used for flooring etc. in buildings.","P",
77,83110,"PROVISIONS","Y","Supplies including food, drink and equipment necessary for a journey.","P",
77,83111,"Almonds","N",,"N",
77,83115,"PRUNES","Y","Dried or partially dried plums eaten as fruit.","P",
77,83117,"STARCH","Y","An odourless, tasteless powder obtained from cereals and potatoes, used for stiffening fabric.","P",
77,83132,"STAVES","Y","Pieces of timber shaped for use in the construction of buildings, barrels etc.","P",
77,83133,"BOOKS","Y","Documents written on sheets of paper or similar, collected together and bound between protective covers.","P",
77,83135,"ANCHORS","Y","Structures, traditonally consisting of a long shank with two arms at one end and a ring to attach to cable at the other, used to hold a ship in one place by mooring it to the bottom of the sea. Usually made of stone or metal.","P",
77,83145,"MOORSTONE","Y","A form of granite found in Cornwall","P",
1,83196,"GLAZE AND REEL HOUSE","Y","A building containing equipment used for the polishing of grains of gunpowder and extraction of the resulting dust.","P",
1,83211,"Hall And Parlour House","N",,"N",
1,83212,"LODGINGS","Y","Accommodation in hired rooms or a lodging house.","P",
77,83213,"Tinned Goods","N",,"N",
1,83161,"CHARCOAL STORE","Y","A building, structure or site used for the storage of charcoal.","P",
1,83162,"SHIFTING HOUSE","Y","A building in a military complex (eg. naval dockyard, castle, etc.) for preparing gunpowder.","P",
77,83170,"ARSENIC","Y","A semi metal, poisonous element used in a variety of industrial processes and in some medicinal preparations.","P",
77,83180,"COPPERAS","Y","Sulphates, used in medicine and to colour inks.","P",
77,83192,"LOAM","Y","Fertile soil composed mainly of humus, sand and clay.","P",
77,83218,"COPRA","Y","Dried kernel of coconut","P",
77,83222,"DYEWOOD","Y","Wood used to produce a dye.","P",
77,83225,"CURRANTS","Y","Dried seedless grapes used in cookery.","P",
1,83248,"Quarters","N",,"N",
1,83249,"Lavatory","N",,"N",
77,86257,"STONE DUST","Y","Powder made from particles of stone used in mining to make the coal dust in the air less combustible.","P",
77,86261,"BATTENS","Y","Long narrow pieces of wood used for a variety of purposes.","P",
77,86264,"BURNT ORE","Y","Ore that has been burnt.","P",
77,86276,"BARREL HEADINGS","Y","The flat end of a barrel.","P",
77,86296,"CLINKER","Y","Usually slag, a residue from burning stone, but can be used for vitrified bricks.","P",
225,133202,"ME410","Y","Developed from the ill-fated ME210, the ME410 Hornisse entered service in May 1943. Although underpowered as a day fighter the ME410 saw service over the UK as a night fighter from 1943-45.","P",
225,133204,"HARVARD","Y","Two-seat, single-engine, advanced-pilot trainer. Square-winged and fitted with dual controls, this popular trainer was used by British Commonwealth, as well as American and Canadian, air forces.","P",
225,133208,"TEST AIRCRAFT","Y","An aircraft designed for the testing of engines or other aircraft components.","P",
77,88688,"Walnuts","N",,"N",
1,88698,"TELECOMMUNICATION STRUCTURE","N","Structures associated with telecommunications.","P",
1,88699,"BUOY","Y","A floating, fixed marker used to indicate to a navigator a sea area to approach or avoid.","P",
1,130193,"WALKING STICK MILL","Y","A mill used for the manufacture of walking sticks.","P",
1,130194,"Stick Mill","N",,"N",
1,127993,"BURGAGE PLOT","Y","A plot of land longer than it is wide, can include any structures on it. Typical of medieval towns.","P",
1,122674,"Mobilisation Centre","N",,"N",
1,122495,"Elliptical Arch Bridge","N",,"N",
1,122496,"Corbelled Arch Bridge","N",,"N",
1,122497,"Four Centred Arch Bridge","N",,"N",
1,122498,"Pointed Arch Bridge","N",,"N",
1,122499,"TEMPORARY BRIDGE","Y","A type of bridge which was designed for temporary use and then capable of being moved to another site. Use for temporary bridges which have remained in situ since erection.","P",
1,122500,"BAILEY BRIDGE","Y","A type of temporary bridge designed by Sir Donald C.Bailey during the Second World War.","P",
1,83352,"Radio Transmitter","N","For broadcast radio programmes use BROADCASTING TRANSMITTER, for radar transmissions use TRANSMITTER SITE.","N",
1,83544,"TIRONIAN GRANGE","Y","An outlying farm or estate belonging to the Order of Tiron.","P",
1,83545,"PREMONSTRATENSIAN GRANGE","Y","An outlying farm or estate belonging to the Premonstratensian order.","P",
77,83548,"Pipe Staves","N","A pipe is a type of barrel, also used as a measure equivalent to two hogsheads.","N",
77,83298,"LINSEED","Y","The seed of the flax plant used to produce oil and, in LINSEED CAKE, as fodder.","P",
77,83303,"BARYTES","Y","Sulphate of Barium","P",
77,83312,"ICE","Y","Frozen water. Prior to the invention of the refrigerator, ice was used to preserve food.","P",
77,83316,"SODA ASH","Y","Commercially manufactured sodium carbonate used in glass and soap making.","P",
77,83324,"QUEBRACHO","Y","The bark and wood of trees of the genus Aspidosperma used to produce tannin.","P",
77,83325,"BOG ORE","Y","A form of limonite, found in wet ground, from which iron can be extracted.","P",
77,83333,"MATCHES","Y","Small pieces of wood, tipped with a chemical composition which ignites when rubbed against a rough or, if safety matches, prepared surface. Normally contained within a small box.","P",
77,83336,"ALUMINA","Y","Aluminium oxide.","P",
1,83350,"Blade Works","N",,"N",
77,83395,"RAILWAY SLEEPERS","Y","Large blocks of timber used to support railway tracks.","P",
1,86336,"RAPID LOADING STATION","Y","A group of buildings and machines, usually situated close to the pithead,  enabling the rapid, mechanized loading of goods wagons with coal.","P",
77,86342,"Ships Spars","N",,"N",
77,86350,"OLIVINE SAND","Y","Sand consisting of a mineral common in igneous rocks.","P",
1,130373,"Wolfram Mine","N",,"N",
1,122501,"Spandrel Arch Bridge","N",,"N",
1,122502,"Chantry Chapel Bridge","N",,"N",
1,122503,"Clam Bridge","N",,"N",
1,122504,"Cantilever Span Bridge","N",,"N",
1,122505,"Town Lattice Girder Bridge","N",,"N",
1,122506,"Howe Truss Bridge","N",,"N",
1,122507,"Rider Truss Bridge","N",,"N",
1,122508,"Warren Truss Bridge","N",,"N",
1,122509,"Pratt Trusss Bridge","N",,"N",
1,122510,"FORTIFIED BRIDGE","Y","A bridge which is fortified at one or both ends.","P",
1,122511,"INHABITED BRIDGE","Y","A bridge on which dwellings or commercial premises have been built.","P",
1,122512,"Level Beam Bridge","N",,"N",
1,122513,"Deep Section Truss Bridge","N",,"N",
1,122514,"THROUGH BRIDGE","Y","A type of bridge which completely encloses the traffic using it.","P",
1,122515,"Tubular Bridge","N",,"N",
1,122516,"HALF THROUGH BRIDGE","Y","A bridge whose trusses or girders form parapets on either side of the deck.","P",
1,122517,"Continuous Girder Bridge","N",,"N",
1,122518,"PREFABRICATED BRIDGE","Y","A bridge manufactured from prefabricated sections.","P",
1,122519,"Scherzer Bascule Bridge","N",,"N",
1,122520,"TELESCOPIC BRIDGE","Y","A bridge in which one leaf may be retracted in a horizontal plane, passing on rollers over or under the adjacent fixed leaf.","P",
225,111367,"LANCASTER","Y","Four-engined heavy bomber, developed by Avro from the twin-engined Manchester. Entered service in 1942 as the RAF's principal night bomber and took part in the 1,000 bomber raids as well as the famous Dam Busters raid.","P",
225,125513,"NORTH AMERICAN","Y","North American Aviation, Inc., incorporated in Delaware in 1928.","P",
225,125553,"B17 FLYING FORTRESS","Y","American, four-engined, medium/heavy day bomber. Entered service in 1937. The prototype was nicknamed the Flying Fortress, which later became a registered trademark.","P",
225,125533,"B24 LIBERATOR","Y","American, four-engined, long range, medium/heavy day bomber. Produced in greater numbers than any other American aircraft during the war.","P",
225,125554,"B29 SUPERFORTRESS","Y","American, four-engine, long range, heavy strategic bomber. Entered service in 1943 and used exclusively against Japanese forces. The B29s Enola Gay and Bock's Car were used to drop atomic bombs on Hiroshima and Nagasaki in 1945.","P",
225,125593,"B26 MARAUDER","Y","American twin-engined medium bomber. Entered service with the US 22nd Bombardment Group at Langley Field in February 1941. Also served with the 14th and 39th RAF squadrons.","P",
77,83421,"LINSEED OIL","Y","Oil produced from the seed of the flax plant. Used in the production of paints, varnish etc.","P",
77,83430,"RAPE SEED","Y","The oil rich seed of the plant Bracchus napus.","P",
77,83431,"ASPHALT","Y","A viscous, bituminous pitch which can be used for surfacing roads.","P",
77,83449,"CHAIN","Y","A series of links joined together to form something that is flexible and strong. Usually metal, chains have a variety of uses but usually involve joining one item to another.","P",
1,121267,"CORPSE REST","Y","A place, where a corpse could be laid whilst being carried on its way to a burial, to allow the bearers to rest.","P",
1,121268,"CORPSE ROAD","Y","A road, used traditionally for the transportation of a corpse to a place of burial.","P",
1,121269,"DRYING GROUND","Y","An open area used for drying products manufactured using an industrial process.","P",
1,121273,"Sett Stone","N",,"N",
1,121373,"Axe Working Floor","N",,"N",
1,83546,"CREW YARD","Y","Open yard for keeping cattle in during winter. Used from the mid-14th century in drier, Eastern, arable counties.","P",
1,83581,"RAILWAY WAGON WORKS","Y","Engineering works specializing in the production and maintenance of non-passenger carrying railway rolling stock.","P",
1,83582,"COLOUR MILL","Y","Grinding mill for producing dyes and pigments from natural materials.","P",
1,83570,"Beam Station","N",,"N",
1,83572,"SHIPWRECK GRAVE","Y","Graves known to be of shipwreck victims buried close to their site of discovery, as was customary until the 19th century, rather than in consecrated ground.","P",
1,83574,"SMALLHOLDING","Y","A holding on a smaller-scale than an ordinary farm.","P",
77,86380,"GREASE","Y","Fat from an animal used to lubricate objects.","P",
77,86416,"SPARS","Y","Poles of timber, metal etc. used as masts, booms or yards on a vessel.","P",
77,86478,"PHOSPHATE ROCK","Y","Rock containing a high proportion of calcium phosphate.","P",
225,123733,"AIRCRAFT TYPE","N","Types of aircraft to aid the recording of aircraft remains and crash sites, listing aircraft by form, function and manufacturer.","P",
1,127913,"HOLLOW POST MILL","Y","A post mill in which the drive is taken down to the base of the mill by putting an upright shaft in the hollowed post.","P",
1,122493,"BEAM BRIDGE","Y","A bridge in which the load is carried by a single beam, or beams, spanning the space between two supports.","P",
1,122494,"CAUSEWAY BRIDGE","Y","A bridge, carrying a footpath or road, usually across marshy or waterlogged ground.","P",
1,83577,"BUTTER WELL","Y","A small stone structure, usually at a spring or bog, in which dairy products were kept cool on slate shelves.","P",
1,83578,"AIRSHIP STATION","Y","A site, including hangars, moorings and ancillary buildings, used for the storage, maintenance, take off and landing of airships.","P",
1,83579,"FISH TANK","Y","A small brick structure attached to a house for keeping fish prior to cooking.","P",
1,83670,"TEMPLARS GRANGE","Y","An outlying farm or estate belonging to the Poor Knights of Christ and the Temple of Solomon, commonly known as the Knights Templars","P",
77,83863,"SPONGES","Y","Soft, porous objects used in bathing and for cleaning. Originally made from the dried skeletons of marine sponges but now more commonly manufactured from synthetic foam.","P",
77,83864,"BOXWOOD","Y","The hard, close-grained wood of the Box or similar trees.","P",
1,83624,"TARGET","Y","Any structure or object, used for the purpose of practice shooting by aerial, seaborne or land mounted weapons.","P",
1,83625,"Firing Target","N",,"N",
1,83629,"Fish Sorting Tank","N",,"N",
1,83630,"Stew","N",,"N",
1,83692,"GILBERTINE GRANGE","Y","An outlying farm or estate belonging to the Gilbertine order.","P",
1,83658,"BARRAGE BALLOON SITE","Y","A site where a single large balloon was attached by fine wire cables to the ground to form an aerial obstruction to attacking enemy aircraft.","P",
77,83680,"WHITING","Y","Small fish, common in European waters, caught for food.","P",
145,108956,"GULF OF ADEN","Y",,"P",
145,108957,"CANAL","Y",,"P",
145,108958,"SUEZ CANAL","Y",,"P",
145,108959,"PANAMA CANAL","Y",,"P",
145,108973,"FIRTH OF CLYDE","Y",,"P",
145,108993,"KIEL CANAL","Y",,"P",
77,109073,"FLORINS","Y","Originally gold coins issued in Florence, but later used for various coins issued on the continent. In modern Britain, the two shilling piece.","P",
77,109153,"PASSENGERS","Y","People who have paid to travel on a vessel without having to work their passage.","P",
77,109194,"SEASONINGS","Y","Savoury ingredients, such as herbs, used to add flavour to food.","P",
77,109233,"CEDAR","Y","Durable wood from the cedar tree.","P",
77,109273,"TIMBER PRODUCTS","Y","Products manufactured from timber.","P",
77,109274,"Wood","N",,"N",
77,109293,"ANIMAL SKINS","Y","The hides of animals, either untreated or tanned.","P",
1,86501,"ROYAL PARK","Y","Originally a large tract of wooded country, owned by the Monarchy, for the purpose of hunting. The royal parks of London, eg. Greenwich, are all open to the public and have been for centuries.","P",
1,86504,"Coke Wharf","N",,"N",
1,86505,"Gas Exhauster House","N",,"N",
1,86506,"Gas Washers","N",,"N",
1,86507,"Gas Purification Plant","N",,"N",
1,86508,"Gas Booster House","N",,"N",
1,86509,"ASH HOPPER","Y","A hopper for the storage of ash.","P",
129,126913,"SEAWEED","Y","Multicellular marine alga, which grows on the seashore, in salt marshes, in brackish water or submerged in the ocean.","P",
1,127133,"BOAT SHED","Y","A light, mostly wooden errected structure serving as workshop for the building, storage, repair and maintenance of boats.","P",
128,97232,"WEAPON AND AMMUNITION CONTAINER","N","A holder for weapons, explosives and ammunition.","P",
128,97233,"SCIENTIFIC AND INDUSTRIAL CONTAINER","N","Containers used for industrial or scientific purposes.","P",
128,97235,"RELIGIOUS OR RITUAL CONTAINER","N","A container with a religious, ritual or funerary use.","P",
128,97236,"PERSONAL HYGIENE CONTAINER","N","This includes cosmetic containers.","P",
128,97239,"STORAGE BIN","Y","A container for the storing of substances.","P",
128,97241,"SHEATH","Y","A flexible holder for a bladed tool or weapon.","P",
128,97250,"VEHICLE COMPONENT","N","Parts which make up a vehicle.","P",
128,97252,"DIGGING EQUIPMENT","N","Equipment for digging earth, etc.","P",
128,97253,"LEAF ARROWHEAD","Y","A leaf or diamond-shaped arrowhead with shallow retouching at the edges.","P",
1,97259,"Salting Trough","N",,"N",
1,97260,"RADIOGRAPHY DEPARTMENT","Y","A place where patients have X-Rays taken to highlight an illness or irregularity.","P",
1,97264,"CIVIL DEFENCE BUILDING","Y","A building used to coordinate civil defence in times of war. Can also be utilized as aid centres in times of national emergency.","P",
1,97266,"Sea Flame Device","N",,"N",
1,97267,"Flame Fougasse","N",,"N",
1,97268,"Naval Base","N",,"N",
1,97270,"TRAINING STRUCTURE","Y","An undefined structure used in the training of people in a certain skill.","P",
1,97273,"Zero Station","N",,"N",
1,97274,"WARNING SIREN","Y","An instrument used for making a loud sound for information or warning.","P",
1,97275,"Air Raid Siren","N",,"N",
1,97278,"FLYING BOAT STATION","Y","A complex of buildings at a seaport, comprising of a terminal building, landing pier and hangars, used for the embarkation of passengwers and/or freight on flying boat services during the 1930's-50's.","P",
1,97279,"DEGAUSSING STATION","Y","A site where the magnetic signature of ships was lowered thereby making them less susceptible to magnetic mines.","P",
1,97280,"DESERTED SETTLEMENT","Y","An abandoned settlement, usually of the Medieval period, often visible only as earthworks or on aerial photographs.","P",
128,97284,"Emblem","N",,"N",
128,97285,"AESTEL","Y","An object to point at words whilst reading, eg the Alfred jewel.","P",
128,97286,"BULL","Y","The seal of a papal document","P",
128,97287,"CLOTHING FASTENING","N","An item used to join together clothing (includes footwear).","P",
128,97288,"PIN","Y","A small piece of metal or other material used to hold objects together.","P",
128,97289,"LATHE CORE","Y","An object worked on a lathe, usually the bi-product of such work.","P",
128,97290,"BY PRODUCT","N","A secondary or incidental product of a process.","P",
92,97291,"EXTANT BUILDING","Y","Monument with roof or walls intact or substantially intact, significant survival of original features, even if building no longer in use for original function.","P",
92,97294,"PHYSICAL EVIDENCE","N","Not to be used for indexing. Broad term used to assist retreival of all monuments where physical evidence is recorded.","P",
128,97300,"RELIGIOUS SCREEN","Y","A screen dividing one part of a church from another.","P",
128,97301,"RELIGIOUS PERSONAL ACCESSORY","N","An object carried about the person for religious purposes.","P",
128,97302,"SACRIFICIAL OR LIBATIONAL OBJECT","N","An object for making an offering to a deity. It includes objects concerned with curses, sacrifices, and prayers and their related objects.","P",
128,97303,"MARRIAGE OBJECT","N","Objects concerned with marriage and weddings.","P",
128,97305,"CINERARY VESSEL","Y","A vessel for keeping the ashes of the dead after cremation.","P",
128,97307,"DIVINATIONAL OBJECT","N","An object used within a divinational process.","P",
128,97308,"Footstone","N",,"N",
128,97309,"Ledger Stone","N",,"N",
128,97310,"LIBATION CONTAINER","Y","A container used to hold and or pour out liquid in honour of a deity.","P",
128,95988,"PHYLACTERY","Y","A religious receptacle, especially Jewish where it contains four Hebrew texts worn during morning prayers.","P",
128,97311,"SCARAB AMULET","Y","An amulet containing a charm in the shape of a scarab.","P",
128,97312,"SCARAB SEAL","Y","An ancient Egyptian gem cut in the shape of a scarab beetle and engraved with symbols on its flat side.","P",
128,97313,"SCARAB RING","Y","A ring containing a scarab shape.","P",
128,96031,"TABERNACLE","Y","A container for a pyx which is often a canopied niche in a wall.","P",
128,97315,"CANOPIC VESSEL","Y","An Egyptian container for holding the entrails of a mummy.","P",
128,97316,"ROOD SCREEN","Y","A screen of wood or stone, used to divide the nave from the choir.","P",
128,96241,"BOLT (LOCK)","Y","A sliding metal bar, often fixed to a door or similar, which moves through staples so that its end fixes into another staple or hole which is attached to a fixed object, eg a door frame.","P",
128,97317,"KEY (LOCKING)","Y","A device for operating a lock.","P",
128,97319,"RAIL","Y","A rail used to suspend objects from.","P",
128,97320,"RECEIVER","Y","A container used in the distilling process to catch the distilled liquid.","P",
128,97321,"FLAKE","Y","A flake of stone struck from the core where the length is less than twice the width.","P",
128,97322,"DEBITAGE","Y","Waste flakes and cores produced in the manufacture of stone implements.","P",
92,84573,"CONJECTURAL EVIDENCE","Y","Monument type/interpretation is inferred, based on informed speculation eg by comparison with similar monuments, proximity to other monuments, topography, site character etc.","P",
128,97324,"ALUDEL","Y","An object used in the sublimation process. It is pear shaped with both ends open.","P",
92,78252,"EARTHWORK","Y","Monument existing as an upstanding earthwork, ditch or artificial watercourse, or as a low stone built feature not covered by the other categories.","P",
92,82791,"FIND","Y","Monument whose existence is indicated by the discovery of isolated artefacts or an artefact scatter. Eg a scatter of roofing tiles indicating the presence of a building. Use narrow terms where circumstances of discovery are known.","P",
92,97293,"IMPLIED EVIDENCE","N","Not to be used for indexing. Broad term to assist retreival of all monuments where non-physical evidence is recorded.","P",
92,97296,"ARCHITECTURAL COMPONENT","Y","Monument whose existence is inferred from the traces of architectural features. Eg include shadow marks on building walls or beams, pillars, floors incorporated into a later structure, suggesting the existence of an earlier building.","P",
128,97325,"BACKED BLADE","Y","A stone blade with one edge blunted.","P",
128,97326,"BACKED BLADELET","Y","A small stone blade with one edge blunted.","P",
128,97327,"Bag Ring","N",,"N",
1,92229,"HERBARIUM","Y","A building or room containing a collection of preserved plants (usually pressed and dried specimens).","P",
1,92230,"HERM","Y","A pedestal terminating in a head or bust of Hermes or some other deity.","P",
1,92231,"Hermes","N",,"N",
1,92234,"Hide And Skin Works","N",,"N",
1,92235,"HIDING PLACE","Y","A place used to hide something or someone.","P",
1,92237,"High Commission Building","N",,"N",
1,92239,"High Rise Block","N",,"N",
1,92240,"HIGH SECURITY PRISON","Y","An establishment where offenders who have committed the most serious crimes, e.g. serial killers, are confined.","P",
1,92241,"Higher Elementary School","N",,"N",
1,92243,"HOARDING (FENCING)","Y","A temporary fence of boards, often enclosing a building on which posters and bills are attached.","P",
1,92246,"Hogg Cote","N","A pen or enclosure for hoggs (yearling sheep, not pigs).","N",
1,92247,"Hogg House","N","For the housing of hoggs (yearling sheep, not pigs).","N",
1,92248,"HOGGERY","Y","A yard for pigs.","P",
1,92250,"HOLIDAY CENTRE","Y","A place with organized amusements for people on holiday.","P",
1,92251,"Home For Girls","N",,"N",
1,92252,"Home For The Elderly","N",,"N",
1,92253,"Home For The Mentally Handicapped","N","A disused term for a place where people with learning difficulties are cared for.","N",
1,92254,"Home Office","N",,"N",
1,92255,"HOMOEOPATHIC HOSPITAL","Y","A hospital where more 'natural' means of treatment are used rather than conventional methods.","P",
1,92256,"HOOP HOUSE","Y","A building in which hoops (for masts) were heated.","P",
1,92259,"Hop House","N",,"N",
1,92262,"HORIZONTAL STEAM ENGINE","Y","A piston mounted horizontally supplying power via a valve gear directly to a crankshaft or flywheel.","P",
1,92263,"HORIZONTAL WATERMILL","Y","A water mill where the waterwheel directly drives a vertical shaft with grindstones on.","P",
1,92264,"Horn Bastion","N",,"N",
1,92265,"HORNWORK","Y","An outwork joined to the mainwork by two parallel wings.","P",
1,92266,"Horse And Carriage Auction Rooms","N",,"N",
1,92267,"HORSE ENGINE","Y","A wheel which is turned by a horse in order to provide power. Used in mines, manufacturing and farming.","P",
1,92268,"HORSE EXERCISE RING","Y","An area of ground in which horses can be exercised.","P",
1,92269,"Horse Gin House","N",,"N",
1,92270,"HORSE HOSPITAL","Y","A specialist veterinary hospital for the medical and surgical treatment of horses.","P",
1,92271,"HORSE RUBBING HOUSE","Y","A building where horses are rubbed down after training.","P",
1,92272,"HORSE STOCK","Y","A frame used to lift unco-operative horses off the ground during shoeing.","P",
1,92274,"Horse Walk","N",,"N",
1,92275,"Horse Wash","N",,"N",
1,92276,"HORSEHAIR FACTORY","Y","The cleaning and sorting of horse hair mainly for use in the upholstery trade.","P",
1,92277,"Horsehair Works","N",,"N",
1,92278,"Horsemans Cottage","N",,"N",
1,92280,"HORTICULTURAL HALL","Y","A hall used for the promotion and selling of horticultural produce and practice.","P",
1,92282,"HOSIERS COTTAGE","Y","The residence and small-scale workshop of a hosier.","P",
1,92283,"Hosiery Works","N",,"N",
1,92285,"HOSPITAL BLOCK","Y","A specialist unit within a hospital complex. It may be a separate building or sometimes linked by a corridor or covered walkway to a main building.","P",
1,92286,"HOSPITAL BUILDING","Y","A hospital building of uncertain function. Use more specific type if known.","P",
1,92287,"Hospital Canteen","N",,"N",
1,92288,"HOSPITAL DEPARTMENT","Y","A separate functional unit of a hospital not necessarily on the same site.","P",
1,92289,"HOSPITAL FOR EPILEPTICS","Y","A specialist hospital for the medical treatment of patients suffering from epilepsy. Originally epilepsy was seen as a mental illness.","P",
1,92292,"HOSPITAL FOR URINARY DISEASES","Y","A specialist hospital for the medical and surgical treatment of urinary disorders and diseases.","P",
1,92293,"Hospital Kitchen","N","Use both terms.","N",
1,92294,"HOSPITAL LAUNDRY","Y","A laundry attached to a hospital.","P",
1,92295,"HOSPITAL SCHOOL","Y","A charity school, usually housed in an almshouse.","P",
1,92297,"Hospitium","N",,"N",
1,92298,"HOTHOUSE","Y","A glasshouse used for the cultivation of tropical plants.","P",
1,92301,"House Of Confinement","N",,"N",
1,92303,"House Of Industry","N",,"N",
1,92304,"House Of Institution","N",,"N",
1,92305,"House Of Recovery","N",,"N",
1,92306,"Houses Of Parliament","N",,"N",
1,92308,"Hudd","N",,"N",
1,92311,"HUNT STANDING","Y","Structure used for viewing deer hunt.","P",
1,92312,"Hunting Box","N",,"N",
1,92313,"HUNTING CLUB","Y","A building used as a social venue by people interested in, and involved with, the sport of hunting.","P",
1,92315,"Huntsman Furnace","N",,"N",
1,92316,"Huntsman Kiln","N",,"N",
1,92317,"Huntsmans Club","N",,"N",
1,92318,"Hyacinth Garden","N",,"N",
1,92321,"HYDRAULIC CRANE","Y","A crane whose winding mechanism was operated by hydraulic jiggers.","P",
1,92323,"HYDRAULIC ENGINE HOUSE","Y","An engine house used to pump water to the top of an ACCUMULATOR TOWER.","P",
1,92324,"HYDRAULIC JIGGER","Y","A hydraulic machine used to magnify the stroke of a hydraulic piston. The pulleys and chains of a crane or other device are attached to the jigger.","P",
1,92326,"HYDRAULIC PIPEWORK","Y","Pipes used to carry water or hydraulic fluid for power transmission within a hydraulic system.","P",
1,92327,"HYDRAULIC POWER SITE","N","Buildings and structures associated with the creation and use of hydraulic power.","P",
1,92328,"HYDRAULIC TIPPLER","Y","A tippler, a machine for loading wagons at a pithead, operated by hydraulic power.","P",
1,92329,"Hydro (Hospital)","N",,"N",
1,92330,"Hydro (Power Station)","N",,"N",
1,92331,"Hydroelectric Power Plant","N",,"N",
1,92332,"HYDROELECTRIC POWER STATION","Y","Power generation by releasing stored water through a turbine driving a generator.","P",
1,92333,"Hydropathic Hospital","N",,"N",
1,92334,"HYDROPATHIC INSTITUTE","Y","A 19th century spa building, usually consisting of a hotel with baths used for water treatment.","P",
1,92335,"Hypermarket","N",,"N",
1,92337,"Ice Rink","N",,"N",
1,92338,"Ice Skating Rink","N",,"N",
1,92339,"Ice Well","N",,"N",
1,92340,"Idiots Asylum","N","A historic term for a charitable institution caring for people with mental illness and/or learning difficulties.","N",
1,92342,"Imbecile Ward","N","A historic term for a hospital ward for patients with mental illness and/or learning difficulties.","N",
1,92344,"Incline House","N",,"N",
1,92345,"INCLINE KEEPERS COTTAGE","Y","The residence of the supervisor of an inclined plane.","P",
1,92347,"INCURABLES HOSPITAL","Y","A hospital for the care of patients with incurable illnesses.","P",
1,92348,"Independent Abbey","N","An abbey unaffilliated with a particular order.","N",
