"THE_TE_UID_1","THE_TE_UID_2"
93551,71494
93552,91788
93553,69957
93554,91788
93556,92230
93560,71365
93562,87798
93565,71573
93566,71398
93571,69426
93579,71500
93580,71500
93581,70163
93581,70120
93583,70490
93583,70163
93584,93582
93585,71827
93587,68803
93589,68959
93591,93590
93592,68959
93593,93693
93596,68822
93597,93599
93600,70341
93601,68916
93602,68960
93603,69223
93609,68786
93615,93619
93616,91383
93620,93621
93623,103412
93629,93628
93634,71455
93636,71671
93643,99596
93645,92358
93646,71726
93648,71366
93649,93673
93651,68721
93652,69321
93655,93696
93656,93696
93661,91180
93665,71768
93666,70225
93668,71603
93669,91563
93674,71366
93676,93677
93678,92049
93679,68723
93681,75519
93682,75519
93685,69967
93685,68703
93686,69980
93686,68703
93687,68703
93687,68697
93688,93684
93690,91944
93691,71455
93695,69274
93697,93696
93700,71377
93701,71377
93702,92700
93703,91509
93705,68926
93706,68926
93707,78852
93710,71324
93711,93708
93715,93286
93717,93716
93718,93470
93719,93470
93720,68899
93724,68660
93726,71501
93727,71501
93728,93696
93729,71501
93732,69013
93733,92112
93735,71597
93736,71545
93741,69967
93741,68771
93742,68771
93743,68641
93743,68771
93744,71671
93747,93746
93748,92441
93749,87827
93757,93758
93760,71708
93761,71359
93766,93767
93769,70466
93770,70466
93772,69015
93775,70466
93778,93764
93781,69321
93783,93784
93785,69660
93786,71381
93788,71671
93792,70202
93793,99542
93794,99542
93795,92762
93797,69422
93798,71519
93799,69470
93799,70426
93801,69380
93802,92267
93803,71709
93804,71671
93805,68783
93807,92585
93808,93868
93812,68933
93813,68709
93819,69343
93819,69435
93820,71483
93827,83569
93832,70428
93836,87137
93837,69421
93839,69421
93843,71757
93848,69318
93849,90322
93850,71500
93851,68723
93851,70976
93853,68723
93853,94093
93854,68723
93854,68721
93855,68723
93855,68700
93856,71705
93858,71705
93860,71705
93861,93859
93862,71579
93863,71359
93864,71781
93865,69439
93866,68943
93869,91511
93871,71367
93874,71367
93875,71433
93876,71444
93877,71433
93891,71705
93892,93544
93933,93932
93935,87511
93936,71829
93937,93811
93939,92453
93941,93940
93942,71671
93944,93943
93946,93945
93948,71455
93950,70905
93950,68928
93951,68928
93951,70905
93952,68892
93955,93954
93959,92453
93960,87801
93963,71324
93971,93881
93972,93881
93982,93981
93983,92818
93985,68783
93990,87919
93991,92279
93992,68697
93997,87938
93998,69973
93999,93764
94003,92319
94005,71603
94007,71603
94008,69038
94010,71829
94012,94001
94015,69377
94017,70049
94017,70191
94021,94020
94022,70010
94022,70018
94045,71833
94046,69998
94048,94047
94050,68560
94052,69156
94053,71627
94056,94055
94061,93787
94062,93787
94063,93542
94085,91526
94088,91370
94089,68785
94090,92739
94094,94093
94098,71817
94099,68825
94102,71817
94103,71817
94120,99670
94126,91881
94166,68904
94166,93066
94167,71817
94172,93527
94177,93787
94178,71587
94181,83212
94185,69204
94186,69973
94191,94190
94192,94190
94193,94190
94194,94190
94195,94190
94196,94190
94197,94190
94198,94190
94199,94190
94200,94190
94207,94206
94208,94206
94210,94209
94211,94209
94212,70384
94325,70445
94326,91296
94348,94213
94359,71637
94368,94150
94369,94150
94373,94372
94374,94372
94375,94371
94376,94367
94377,94366
94380,68867
94380,68828
94386,68600
94389,129034
94391,70093
94392,68649
94393,68700
94394,93470
94395,69118
94396,69056
94403,69328
94403,69326
94407,68700
94409,87145
94410,68904
94410,68824
94412,87145
94413,103112
94414,68904
94415,68824
94415,87145
94416,87145
94416,71817
94421,68739
94422,69328
94423,69328
94819,87817
94820,94363
94821,94363
95052,97280
95109,95074
95110,95074
95111,95074
95112,95074
95113,95074
95114,95074
95115,95074
95116,95074
95117,95074
95118,95074
95120,95091
95122,95093
95123,95093
95124,95093
95125,95093
95126,95094
95139,95235
95146,95145
95148,100155
95149,97103
95154,100012
95157,96820
95168,97103
95176,95197
95184,100018
95184,95899
95188,100012
95195,100012
95203,95140
95211,95212
95216,100012
95219,95218
95229,95138
95230,95183
95231,95183
95232,95183
95233,95183
95234,95183
95236,95141
95237,95196
95238,95214
95239,95214
95240,95143
95242,95241
95243,95221
95244,95221
95245,95221
95246,95221
95247,95221
95248,95221
95271,95270
95272,95270
95273,95274
95279,100091
95298,95294
95307,95306
95308,95306
95309,95306
95310,95306
95318,95317
95323,95322
95331,95330
95334,97493
95340,95306
95342,95343
95362,95356
95367,95366
95369,95368
95370,95368
95379,95378
95380,95378
95395,95396
95399,95398
95409,95408
95410,95408
95413,95613
95413,95506
95422,97289
95434,95433
95441,95440
95449,95448
95450,97136
95458,95457
95462,95461
95464,95463
95465,95463
95466,95463
95467,95463
95468,95463
95469,95463
95470,95433
95484,95483
95484,95507
95485,95483
95485,95507
95493,95522
95499,95498
95503,95480
95510,95549
95528,95509
95530,100191
95531,100191
95534,95523
95536,100191
95537,95522
95544,95524
95545,95525
95546,95506
95547,95491
95548,95506
95550,95517
95551,95480
95552,95480
95553,95480
95554,95491
95555,95549
95556,95506
95557,95523
95558,95483
95559,95480
95559,95524
95559,95523
95560,95523
95563,95523
95564,95539
95565,95549
95566,95502
95567,95549
95568,95506
95569,95521
95570,95524
95571,95505
95572,95506
95617,95616
95617,95106
95617,95200
95617,100138
95618,95616
95624,95650
95625,97135
95629,95630
95651,95650
95673,95682
95674,96396
95675,96396
95676,95671
95677,95671
95678,95682
95685,97456
95688,95687
95690,97513
95691,97513
95693,95681
95695,97455
95697,96396
95698,95682
95699,95671
95707,97424
95708,97424
95709,97162
95710,97162
95726,97596
95731,95727
95738,95183
95739,97595
95740,97595
95741,95732
95742,97596
95743,95727
95764,95798
95765,99628
95770,95768
95773,95776
95783,95784
95787,97216
95788,97216
95789,97216
95790,97216
95799,95798
95800,95798
95813,95812
95814,95812
95825,95824
95837,95836
95882,97315
95883,97315
95884,97315
95887,95886
95889,96042
95895,96691
95895,95896
95898,93841
95902,95869
95906,95905
95909,95877
95913,95912
95914,95912
95915,95912
95917,95912
95927,97511
95932,97508
95963,95962
95964,96859
95965,96859
95966,96859
95972,95971
95974,97507
95976,95977
95998,96072
96009,96007
96012,96011
96013,96011
96014,95996
96029,95896
96032,96030
96034,96030
96035,96030
96048,95717
96056,97583
96056,96054
96059,96054
96061,96054
96062,96054
96064,96089
96068,96066
96069,96066
96076,95727
96081,96080
96082,97614
96083,97614
96086,97590
96090,96089
96091,96089
96120,95999
96121,95999
96135,96134
96136,96134
96137,96134
96139,96134
96140,96134
96162,95274
96183,95274
96197,96192
96224,96225
96226,96225
96228,96227
96229,96227
96255,96247
96262,97455
96276,96258
96324,96244
96330,96256
96331,96256
96332,96256
96333,96256
96334,96543
96335,96256
96339,96271
96340,96271
96341,96271
96342,96271
96343,96279
96344,96279
96345,96279
96346,96282
96347,96282
96348,96287
96349,96287
96350,96287
96351,96287
96352,96287
96353,96293
96354,96293
96355,96293
96356,96321
96365,96364
96366,96364
96384,96412
96407,96399
96425,96424
96425,96279
96425,96364
96432,96246
96435,96377
96436,96377
96438,95687
96448,148295
96471,97033
96476,96475
96478,96477
96479,97552
96480,97552
96525,96524
96576,96579
96631,97424
96636,95183
96655,96654
96656,97424
96657,97424
96658,97424
96659,97424
96660,97424
96661,97424
96664,96600
96669,96667
96670,96667
96671,96667
96672,96667
96673,96667
96680,96648
96682,95716
96690,96665
96694,96723
96704,96591
96709,96688
96711,96600
96725,96723
96727,96721
96734,97493
96749,96743
96758,96757
96772,96771
96821,95711
96831,96397
96834,96443
96836,95877
96837,95877
96842,96144
96843,96144
96844,96144
96845,96144
96846,96144
96847,96144
96881,95897
96881,96848
96894,95880
96919,96400
96931,95778
96933,96779
96937,97397
96937,95791
96941,96940
96979,96921
96986,96967
97006,97005
97013,96370
97014,96370
97030,96944
97034,97033
97035,97033
97036,97033
97037,97033
97046,97081
97052,97051
97053,97051
97059,100181
97067,97081
97072,97011
97074,96944
97079,97075
97080,97075
97125,95621
97127,97260
97184,92640
97184,69377
97259,70810
97266,97265
97267,97265
97268,68894
97272,94122
97273,94122
97275,97274
97284,95382
97308,95977
97309,95977
97327,96653
97338,96665
97342,96195
97346,100054
97352,95798
97357,97321
97362,96295
97363,97446
97366,136753
97370,96685
97382,97322
97384,95776
97387,99625
97398,96871
97400,96364
97403,95140
97409,95179
97413,95706
97416,95779
97416,96958
97431,95241
97438,95509
97451,100193
97476,70196
97476,70087
97497,95306
97505,95967
97506,95967
97514,96911
97518,97517
97520,97367
97521,97367
97522,97516
97523,97516
97528,95402
97528,95896
97530,97103
97531,96377
97535,96552
97539,96400
97543,97542
97544,95214
97545,97242
97546,96154
97547,96154
97548,96154
97549,96154
97550,96154
97564,97033
97567,97566
97569,95650
97570,96204
97577,97336
97587,96287
97588,96287
97589,96308
97591,97590
97594,97595
97600,97596
97604,96716
97613,96880
97618,96512
97619,96512
97622,97621
97624,97612
97627,97626
97627,96114
97628,97617
97633,97632
97640,97639
97641,97639
97642,97639
97643,97639
97644,97639
97645,97639
97646,97639
97648,96175
97648,96148
97655,97595
97659,96731
97663,97662
97664,97498
97665,97498
97670,96517
97671,96517
97701,97700
97703,98184
97705,97940
97706,98175
97707,98175
97709,97814
97710,97929
97711,98029
97714,98036
97715,97802
97720,97716
97720,97719
97721,98044
97721,97887
97724,98171
97725,98044
97727,98179
97728,97702
97730,97802
97732,98175
97733,98029
97735,98123
97736,98123
97738,97800
97739,97944
97742,97741
97743,98286
97744,97866
97744,98044
97745,97741
97746,97944
97747,97957
97748,97957
97751,97889
97752,97863
97753,98171
97754,98044
97754,97999
97755,98286
97757,98101
97758,98286
97759,98287
97760,98223
97761,98036
97762,98307
97763,97944
97765,98013
97766,97737
97767,97737
97768,97737
97769,97717
97770,98171
97771,97843
97773,98013
97775,98044
97778,98171
97780,98013
97781,98171
97782,97731
97783,98013
97784,98013
97785,98013
97786,97833
97787,98013
97789,98171
97790,98171
97791,98028
97792,98223
97794,97793
97795,97793
97796,97793
97797,98075
97799,97803
97801,98171
97804,98075
97806,98029
97807,97908
97811,97809
97811,98147
97812,98241
97812,97809
97815,97944
97816,98075
97817,97866
97817,98044
97818,97928
97819,98171
97820,97800
97822,98123
97823,97957
97824,97887
97825,97802
97826,98171
97829,98241
97829,97827
97831,98029
97832,97835
97837,98013
97838,98029
97839,97737
97841,97840
97842,97840
97842,98241
97846,98283
97847,98075
97848,98236
97849,98131
97851,98075
97852,97944
97853,98287
97854,98287
97855,97944
97856,97708
97857,97719
97858,97992
97859,98171
97860,97737
97861,98029
97862,97863
97864,98171
97865,98171
97867,98307
97868,98171
97869,98171
97870,98171
97871,97957
97872,98171
97874,98171
97875,98242
97877,97800
97878,98287
97879,98171
97880,97800
97881,97800
97882,97957
97883,98171
97884,97944
97885,98028
97885,98044
97886,98287
97888,98134
97890,98171
97893,97892
97893,97843
97894,98075
97895,97944
97896,97800
97897,98044
97897,97944
97898,98075
97899,98171
97900,97944
97901,98171
97904,98307
97905,98307
97907,98013
97909,97940
97910,97717
97913,98238
97920,97777
97922,97777
97924,97923
97925,98044
97925,97999
97926,98171
97927,98171
97930,98171
97931,98029
97933,98044
97933,97800
97934,98216
97937,98144
97938,97803
97941,98144
97945,97944
97945,97840
97946,97944
97948,98171
97949,98040
97950,98307
97951,98171
97953,97944
97954,98173
97955,98171
97958,97908
97959,97863
97960,97800
97961,98171
97962,97957
97964,97963
97965,98307
97966,98307
97967,98307
97967,97932
97968,97917
97969,98029
97970,97737
97971,98171
97972,97737
97973,98075
97975,98173
97976,98171
97978,98171
97979,97800
97981,97944
97983,97984
97985,97999
97986,98036
97987,97734
97988,97717
97989,97944
97990,98148
97994,97944
97995,97741
97996,98236
97996,97866
97996,98044
97997,98175
97998,98044
98001,97944
98002,98003
98004,98171
98005,98029
98006,98171
98008,97734
98009,98013
98010,97821
98011,97921
98012,98171
98014,98013
98015,98171
98016,97932
98016,98131
98017,98044
98017,97866
98019,97866
98019,98044
98020,97866
98021,98171
98027,98062
98027,98026
98030,98171
98032,98194
98033,98171
98034,97821
98035,97940
98038,97777
98039,98040
98042,98171
98043,98036
98048,97957
98049,97917
98050,97917
98051,98028
98052,98144
98054,98216
98055,98223
98056,98287
98057,97957
98059,97737
98060,98028
98063,98237
98064,98013
98065,98171
98066,98067
98068,98067
98070,98183
98071,97944
98072,97944
98073,97993
98076,97800
98077,98175
98078,98075
98079,98075
98084,98083
98085,98044
98086,97802
98088,98087
98091,98171
98092,97800
98094,97800
98094,98044
98095,98286
98096,98171
98097,98171
98098,98044
98099,97908
98100,98171
98102,98044
98102,97866
98103,98175
98105,97944
98106,98044
98106,97999
98108,98107
98112,98113
98114,97887
98115,97887
98122,98123
98125,98171
98127,98223
98129,98131
98129,98044
98130,98131
98132,97741
98135,97944
98136,98138
98137,98194
98139,98171
98140,98171
98141,98171
98142,98171
98146,98175
98149,97957
98151,98123
98152,98171
98153,98194
98154,98123
98155,98036
98158,97750
98159,98171
98160,97944
98161,97944
98163,97777
98163,98235
98166,97702
98167,98134
98168,98171
98169,97800
98172,98175
98176,97944
98177,98179
98178,97944
98182,98181
98187,98044
98190,98013
98192,98044
98196,97866
98196,98044
98198,98171
98200,98171
98201,98013
98202,98171
98203,98171
98204,97737
98205,98171
98206,98171
98207,97777
98208,98213
98209,98171
98210,98029
98211,97957
98212,97863
98214,98036
98215,97737
98217,98075
98218,98024
98221,98174
98222,98044
98222,97866
98224,97800
98225,98131
98226,98229
98227,98171
98228,97928
98228,98194
98230,98036
98233,98075
98234,98044
98240,98171
98244,98044
98244,98181
98245,98287
98246,98123
98247,98171
98248,98028
98249,98003
98250,97887
98251,97887
98251,98044
98252,97833
98253,98260
98253,98044
98254,98287
98255,98287
98256,98287
98257,97908
98258,97908
98259,98260
98261,98223
98263,98147
98264,98045
98266,98044
98266,98181
98267,97940
98268,98044
98268,97999
98269,98044
98269,97999
98270,97944
98271,97777
98272,97734
98273,97734
98274,97999
98275,98171
98277,97957
98278,97957
98279,98280
98281,98029
98284,98029
98285,98171
98288,98013
98289,98013
98290,97737
98291,97957
98292,98075
98294,98123
98295,98123
98296,97809
98297,98171
98299,98171
98300,97737
98302,98307
98304,98171
98306,98044
98306,97999
98308,98171
98309,98307
98310,97932
98311,98307
99536,92358
99540,71859
99541,92691
99545,92602
99546,92997
99548,99547
99549,99547
99553,99657
99554,99660
99556,99659
99557,71860
99558,71860
99560,70107
99562,71761
99563,93224
99564,93475
99565,93475
99583,99582
99589,93831
99590,93831
99591,100006
99592,71415
99592,93881
99593,69715
99594,69715
99615,95185
99616,95183
99623,95426
99634,68754
99643,103814
99644,103814
99645,103814
99646,71444
99649,100207
99653,70024
99654,70068
99655,70113
99656,70069
99661,93683
99671,70190
99671,70096
99964,69005
99965,69004
99966,69002
99973,99974
99978,97291
99979,97291
99980,84570
99981,84570
99983,99982
99983,78253
99984,99982
99984,78253
99985,99982
99985,78253
99986,99982
99986,78253
99987,99975
99988,84571
99989,84565
99990,97291
99991,97291
99992,84569
99993,84569
99994,97291
99995,97291
99996,142985
99997,142985
99998,84570
99999,84570
100013,97103
100032,95805
100033,95797
100050,100048
100053,95663
100060,95224
100072,96723
100074,96533
100081,97424
100089,96721
100090,96721
100101,96256
100103,96761
100108,97554
100113,97069
100114,97669
100115,97668
100120,95356
100125,95509
100133,100132
100134,95877
100136,95977
100137,95912
100139,95408
100140,95408
100145,95074
100150,95391
100154,96932
100160,100159
100163,96911
100182,100152
100183,100152
100185,96250
100187,96317
100190,95899
100194,69041
100199,100198
100200,100198
100201,91905
100202,92833
100203,100022
100205,99672
100208,98075
100218,140357
100219,91184
100219,71830
100222,103112
100225,93335
100227,100226
100230,93266
100234,100500
100235,100505
100236,100505
100237,100504
100238,100504
100239,100352
100240,100504
100241,100447
100242,100352
100243,100503
100244,100502
100245,100502
100246,100502
100247,100501
100248,100465
100249,100303
100249,100256
100250,100323
100250,100256
100251,100386
100251,100256
100252,100256
100252,100411
100253,100256
100253,100412
100254,100481
100254,100256
100255,100485
100255,100256
100257,100256
100257,100497
100265,100401
100266,100401
100267,100403
100268,100481
100269,100405
100270,100465
100276,100319
100282,100307
100288,100319
100289,100465
100293,100349
100297,111714
100298,100457
100313,100319
100325,100477
100327,100421
100328,100329
100333,100332
100340,100278
100351,100412
100353,100465
100360,100421
100363,100364
100371,100319
100373,100465
100376,100421
100381,100379
100393,100490
100399,100401
100415,100278
100422,100423
100427,111713
100430,138609
100434,100319
100442,100272
100448,100319
100449,100311
100454,100307
100464,100272
100469,100272
100470,100421
100475,147517
100476,100272
100488,100421
100508,100507
100509,100507
100513,87554
100535,91041
100536,91041
100537,93399
100542,69156
100544,91292
102678,100510
102678,97291
102678,87962
102679,84565
102679,142985
102679,97291
102679,84570
102689,97914
102992,71463
103012,71463
103072,94047
103113,103112
103132,93066
103133,93066
103134,93066
103152,93266
103173,103172
103773,100540
103774,100540
103873,69184
103874,70410
103875,90197
103954,103953
103973,90949
104013,104113
104014,104113
104299,104298
104303,104301
104312,104311
104313,104311
104314,104311
104338,104337
104345,104344
104449,104448
104457,104456
104460,104459
104464,104463
104479,104477
104484,104483
104498,104497
104540,104539
104561,104566
104608,143339
104611,104610
104643,107933
104655,104656
104667,106228
104675,104674
104689,104688
104697,104696
104701,140149
104715,104714
104726,143291
104726,143290
104731,143270
104733,104732
104744,104743
104747,143272
104768,104767
104769,104766
104775,108033
104784,104783
104789,104788
104795,140581
104801,104800
104824,104823
104833,104831
104834,104832
104859,104857
104879,105502
104880,105502
104881,143273
104888,104886
104889,104887
104900,104913
104904,104903
104939,104938
104956,104955
104957,104955
104965,104966
104971,104970
104984,104963
104987,104986
104989,104990
105020,105019
105022,105021
105040,105039
105060,105059
105100,105098
105125,105123
105139,105154
105139,104606
105153,104606
105153,105154
105179,105177
105186,105185
105190,105189
105204,105203
105206,105205
105211,105210
105222,105223
105226,105224
105230,105229
105239,105240
105249,105248
105289,105288
105291,105290
105297,141029
105320,105319
105328,105327
105332,105331
105338,105337
105356,105355
105380,105379
105381,105379
105422,105421
105424,105423
105427,105426
105436,105435
105437,105435
105442,105441
105467,143277
105488,105487
105503,105502
105505,105504
105506,105504
105542,105541
105545,105544
105566,105565
105581,143273
105616,105615
105624,105623
105641,140573
105659,144260
105694,105696
105699,105698
105701,105700
105703,105702
105709,108313
105719,105718
105729,105728
105749,143311
105767,105765
105768,108393
105771,105770
105819,105818
105872,105871
105875,108373
105926,105925
105938,105937
105981,105980
105998,105997
106006,106005
106039,106038
106040,106038
106049,106048
106075,106284
106093,106079
106094,106079
106096,106095
106133,106132
106134,106132
106137,106136
106142,106143
106173,106174
106180,106179
106248,106247
106264,106263
106283,106282
106287,106286
106293,106304
106330,106329
106331,106329
106349,106348
106379,139958
106402,106401
106406,106405
106409,106408
106459,106458
106461,106460
106493,106483
106501,106500
106502,106500
106539,108814
106552,106551
106584,106583
106632,106631
106636,106635
106637,106635
106638,106640
106639,106640
106650,106649
106654,106653
106655,106653
106657,106656
106668,106667
106698,106697
106705,106710
106709,106708
106712,106711
106729,106728
106736,106734
106750,106749
106776,106775
106868,106867
106893,106873
106895,106894
106923,68853
107173,68596
107213,105209
107353,107333
107473,93823
107513,104830
107516,107515
107993,103112
108333,106735
108533,105650
108593,106965
108594,106965
108634,106972
108754,108753
108774,107576
108775,107577
108776,107578
108777,106977
108876,108875
109274,83086
109674,109673
110053,93619
110054,93619
110573,93260
111113,100396
111193,111173
111425,111363
111431,111426
111437,125553
111438,125554
111439,111333
111440,111373
111473,76351
111553,111513
111573,82940
111654,111653
118954,118953
119033,76689
119074,118873
119075,118873
119373,87721
119413,68725
119433,93399
119513,91082
121253,71785
121259,140357
121262,68595
121263,68673
121264,78213
121273,70331
121373,94214
122495,94190
122496,94190
122497,94190
122498,94190
122501,94190
122502,69968
122503,70216
122504,94205
122505,94206
122506,94209
122507,94209
122508,94209
122509,94209
122512,122493
122513,94209
122515,122514
122517,94206
122519,97483
122674,135015
129033,92516
129036,129035
129037,129035
129038,69317
129039,69317
129040,69328
129041,69414
129042,69317
129044,71511
130013,69378
130153,68928
130153,127993
130194,130193
130213,147270
130373,69278
131400,131399
131954,131953
133094,133093
133095,133093
133197,137216
133233,138543
133293,105878
133573,91455
133656,133655
133673,91598
134742,136306
134742,136307
134750,135196
134754,135190
134755,135198
134765,135235
134766,134760
134861,134810
134871,134870
135163,134720
135163,134721
135163,134719
135164,134719
135165,134720
135166,134721
135167,134719
135168,134719
135169,134724
135170,134725
135171,134720
135172,134720
135173,134732
135173,134731
135174,134732
135174,134733
135175,134733
135176,134735
135177,134737
135177,134736
135178,134722
135179,134847
135180,134848
135192,135191
135199,135197
135200,135194
135221,135203
135222,135219
135225,135220
135236,135230
135237,135235
135237,135230
135238,135229
135239,134745
135241,134812
135242,134812
135246,135245
135254,135244
135255,135244
135256,135244
135257,135250
135320,135318
135321,135317
136072,136071
136074,136073
136076,136075
136078,136077
136080,136079
136082,136081
136084,136083
136086,136085
136088,136087
136090,136089
136092,136091
136094,136093
136096,136095
136098,136097
136100,136099
136102,136101
136104,136103
136106,136105
136108,136107
136110,136109
136112,136111
136116,136115
136119,136118
136121,136120
136123,136122
136125,136124
136128,136126
136128,136127
136130,136129
136132,136131
136134,136133
136136,136135
136138,136137
136141,136139
136142,136140
136144,136143
136146,136145
136148,136147
136150,136149
136152,136151
136155,136154
136159,136158
136161,136160
136163,136162
136165,136164
136167,136166
136169,136168
136171,136170
136173,136172
136175,136174
136177,136176
136179,136178
136181,136180
136183,136182
136185,136184
136188,136187
136190,136189
136192,136191
136194,136193
136195,136193
136197,136196
136199,136198
136216,136210
136253,138546
136291,135235
136317,136316
136318,136315
136320,136319
136322,136321
136329,136321
136334,136332
136336,136335
136339,136338
136341,136340
136344,136343
136346,136345
136349,136348
136350,136348
136352,134872
136358,136357
136361,136360
136363,136362
136389,136356
136412,136411
136413,136411
136513,138532
136514,138533
136515,138534
136516,138535
136517,138536
136518,138537
136519,138538
136520,138539
136523,138540
136527,136526
136528,138541
136590,137207
136710,140069
136752,96250
137059,96154
137060,96154
137075,137074
137078,95794
137080,96691
137081,96723
137083,96958
137083,95779
137085,96691
137087,137086
137175,97424
137181,137180
137188,104620
137210,136610
137222,137221
137230,137151
137233,111426
137240,137236
137251,137252
137257,137256
137261,138395
137262,137750
137266,137628
137267,137628
137269,137961
137270,137277
137272,137628
137276,137277
137283,137499
137283,138407
137290,137300
137291,137477
137301,138143
137305,137296
137312,137420
137314,137323
137321,137348
137330,137884
137359,137358
137369,137739
137374,137371
137381,138170
137391,137961
137392,137851
137403,137401
137405,137404
137410,138404
137433,137894
137435,137436
137437,137441
137440,137439
137442,137443
137449,137448
137462,137662
137473,137472
137483,138988
137494,138023
137495,137245
137496,138330
137503,138980
137508,138182
137529,137528
137531,137380
137534,138430
137537,138182
137546,138988
137555,138239
137570,137596
137575,138143
137613,137294
137629,138056
137630,138056
137631,138404
137633,137634
137635,137634
137647,137658
137659,137662
137672,137280
137675,137582
137678,138187
137684,138164
137702,137701
137707,137497
137728,137729
137730,137729
137731,137729
137734,137427
137735,137634
137745,137348
137748,138214
137790,137316
137791,137317
137796,137953
137802,137654
137808,140396
137822,137581
137835,138278
137838,137824
137841,137953
137959,137826
137963,137952
138004,138003
138021,137491
138045,138044
138065,138063
138078,137628
138089,137662
138108,137475
138115,137375
138132,138954
138133,137626
138167,138024
138171,137855
138181,137469
138190,137326
138193,138192
138194,138192
138196,137450
138233,137811
138253,137628
138285,138283
138298,138299
138326,138275
138327,137365
138354,138063
138373,137411
138382,138268
138391,137366
138393,137810
138399,137953
138402,138401
138405,137411
138413,138411
138438,138061
138440,137714
138441,137714
138462,137216
138463,137228
138483,135606
138545,138542
138835,68586
138836,137377
138837,137390
138838,137390
138839,137425
138840,137431
138841,137431
138842,137431
138843,137974
138858,139016
138861,138860
138864,138863
138865,138863
138868,138867
138869,138867
138873,138872
138892,138881
138893,138881
138894,138881
138898,138897
138909,138908
138910,138908
138942,137273
138943,137274
138945,137544
138946,137541
138947,138913
138949,138948
138950,137365
138951,137413
138953,137432
138956,137450
138958,138179
138959,137569
138960,138143
138961,138143
138962,138143
138965,138381
138969,137664
138972,138162
138974,138973
138976,137459
138977,138409
138978,137536
138979,137867
138989,138988
138990,137562
138991,137562
138992,137562
138993,137562
139002,138218
139006,138365
139013,139011
139030,139029
139042,138268
139044,138357
139045,138358
139054,125533
139066,139064
139092,140396
139096,137051
139111,139110
139113,137682
139317,78253
139350,98013
139386,107893
139429,139627
139430,139627
139552,138881
139613,97131
139619,139356
139620,139356
139621,139356
139623,139403
139628,139432
139635,139512
139637,139535
139638,139535
139639,139535
139640,139537
139641,139537
139642,139565
139644,139592
139646,139516
139752,139751
139756,139744
139758,98143
139767,139634
139799,137249
139842,139828
139843,139772
140066,139129
140067,136950
140068,138696
140070,138698
140076,139857
140077,139857
140078,139780
140079,139102
140080,139847
140083,140082
140085,70720
140087,69167
140091,93988
140103,92158
140106,140099
140107,140099
140127,140126
140129,140082
140130,91953
140132,140122
140150,140148
140155,140153
140159,139812
140160,139805
140168,140167
140180,140163
140181,140163
140182,70212
140183,70212
140184,140171
140194,70249
140197,140196
140205,140191
140206,140191
140208,140207
140209,140207
140211,140201
140212,140201
140221,138486
140221,111513
140224,68977
140232,140231
140233,140231
140234,140231
140236,68557
140253,140081
140256,140255
140257,140255
140275,140272
140276,140272
140278,140277
140296,140295
140298,70425
140319,140318
140322,70212
140337,140338
140340,140334
140345,140344
140352,83169
140369,144177
140370,144177
140377,140366
140392,140390
140393,140389
140395,140394
140397,70362
140397,70361
140398,70361
140402,140156
140404,140136
140405,140136
140408,137249
140421,151397
140422,124794
140423,137214
140435,140434
140436,140434
140438,140297
140445,140446
140460,140459
140461,102713
140462,102712
140463,98157
140467,140466
140468,140466
140492,140339
140514,140513
140523,140522
140534,140533
140535,140533
140537,140357
140538,140357
140563,140562
140771,70998
141031,141030
141133,141132
141175,106761
141180,141179
141187,141186
141218,141217
141246,141245
141248,70203
141251,141212
141276,139408
141279,139385
141285,104566
141332,141331
141333,141331
141387,141277
141405,137151
141430,141231
141432,141238
141433,141242
141440,141439
141449,92180
141455,141454
141456,141454
141508,141181
141508,141179
141509,140829
141509,140830
141887,105676
141888,104558
141897,141675
141898,141676
141983,97776
141989,91193
141992,71724
141992,70202
141997,70354
142002,71099
142003,70165
142003,70124
142013,139357
142041,142031
142042,141168
142045,141275
142072,70040
142073,104253
142091,68807
142091,91386
142110,142122
142112,142188
142114,142188
142115,142188
142116,142118
142123,142124
142127,142113
142130,142129
142133,142180
142134,142180
142143,142167
142163,142183
142168,142167
142190,142191
142192,142191
142204,142203
142206,142205
142210,142209
142213,142102
142219,142217
142220,142218
142885,100112
142934,141198
142935,95094
142936,95094
142937,95096
142938,142896
142939,142899
142940,142911
142941,142911
142942,142914
142943,142917
142944,142921
142945,142921
142947,142892
142947,142901
142947,142902
142947,142903
142947,142910
142956,142955
142967,143016
142978,142111
142991,68628
142996,71768
142996,71528
143004,68805
143011,94418
143025,143484
143170,143535
143177,71229
143227,95705
143236,96113
143238,95396
143246,96054
143294,143290
143295,143290
143296,143290
143312,139958
143313,139958
143320,106844
143334,143333
143335,143332
143338,105208
143340,143339
143341,104993
143380,142093
143381,142093
143383,99577
143389,70321
143428,143257
143437,143433
143463,106737
143464,106737
143479,143478
143481,140988
143491,143030
143492,142074
143496,92203
143497,137945
143499,143498
143501,143500
143536,143370
143537,69176
143546,140555
143548,140784
143576,71785
143582,144462
143708,144463
143799,142873
143950,144464
143996,106691
144001,144000
144010,144009
144011,144009
144017,144016
144019,106747
144021,144020
144022,144020
144023,144020
144024,104820
144037,140187
144057,144056
144061,144060
144067,144066
144068,144066
144069,106691
144072,104623
144073,104623
144074,105288
144076,144075
144082,144081
144083,144081
144084,144081
144085,144081
144093,144092
