"TH_T_U_UID","TERM","CLA_GR_UID","BROAD_TERM_U_UID","TOP_TERM_U_UID"
205498,"BARRAGE",1,192296,133420
163143,"BARRAGE",1,132799,132062
163144,"BARRAGE",1,134426,134417
136715,"BARRAGE BALLOON CENTRE",1,133372,133297
204266,"BARRAGE BALLOON GAS DEPOT",1,139312,133297
204263,"BARRAGE BALLOON HANGAR",1,182397,133297
204262,"BARRAGE BALLOON HANGAR",1,134204,134198
204261,"BARRAGE BALLOON MOORING",1,136831,133297
204260,"BARRAGE BALLOON MOORING",1,135359,133297
204265,"BARRAGE BALLOON SHELTER",1,136831,133297
204264,"BARRAGE BALLOON SHELTER",1,135359,133297
136831,"BARRAGE BALLOON SITE",1,136815,133297
135359,"BARRAGE BALLOON SITE",1,136812,133297
185024,"BARREL FLAME TRAP",1,184563,133297
143803,"BARRIER",1,143383,143383
133768,"BARROW",1,133767,133667
133826,"BARROW CEMETERY",1,133825,133667
145904,"BARYTES MILL",1,132515,132062
145903,"BARYTES MILL",1,132601,132062
136692,"BARYTES MINE",1,135415,132062
135208,"BARYTES MINE",1,132676,132062
186536,"BARYTES WORKS",1,135425,132062
186537,"BARYTES WORKS",1,132986,132062
191874,"BASCULE BRIDGE",1,143703,143383
192202,"BASCULE BRIDGE",1,136734,134198
136733,"BASCULE BRIDGE",1,135240,134198
143477,"BASCULE BRIDGE",1,143471,143383
143585,"BASE CRUCK HOUSE",1,143584,143383
143445,"BASE CRUCK HOUSE",1,143444,143383
131552,"BASE CRUCK HOUSE",1,131613,131528
182666,"BASEBALL COURT",1,144464,133551
135720,"BASEMENT",1,143763,135088
133071,"BASILICA",1,133065,133065
186953,"BASILICAN CHURCH",1,133683,133667
145771,"BASKET MAKERS WORKSHOP",1,135514,132062
132918,"BASKET MAKERS WORKSHOP",1,135450,132062
133023,"BASKET MAKERS WORKSHOP",1,135392,132062
205499,"BASKETBALL COURT",1,144464,133551
133321,"BASTION",1,133355,133297
135062,"BASTION OUTWORK",1,133321,133297
133322,"BASTION TRACE FORT",1,133348,133297
143597,"BASTLE",1,143524,143383
133320,"BASTLE",1,133356,133297
131553,"BASTLE",1,131637,131528
205442,"BASTLE (NON DEFENSIVE)",1,143504,143383
205443,"BASTLE (NON DEFENSIVE)",1,135169,131528
205444,"BASTLE (NON DEFENSIVE)",1,144823,131528
134418,"BATH HOUSE",1,134417,134417
134578,"BATH HOUSE",1,134482,134482
134719,"BATHS",1,134482,134482
135198,"BATHS",1,134417,134417
133323,"BATTERY",1,133297,133297
132593,"BATTERY MILL",1,132579,132062
132958,"BATTERY MILL",1,135423,132062
143923,"BATTLE HEADQUARTERS",1,136816,133297
141140,"BATTLE HEADQUARTERS",1,135886,133297
183910,"BATTLE HEADQUARTERS (11008/41)",1,141140,133297
183909,"BATTLE HEADQUARTERS (11008/41)",1,143923,133297
204787,"BATTLE HEADQUARTERS (3329/41)",1,143923,133297
204786,"BATTLE HEADQUARTERS (3329/41)",1,141140,133297
135066,"BATTLEFIELD",1,135065,135065
133324,"BATTLEFIELD",1,133297,133297
202872,"BCF FLAT ROOF HUT",1,202871,133297
202873,"BCF LIGHT HUT",1,202871,133297
136824,"BEACH DEFENCE",1,136814,133297
136832,"BEACH DEFENCE",1,136815,133297
136825,"BEACH DEFENCE BATTERY",1,136814,133297
136696,"BEACH DEFENCE BATTERY",1,133323,133297
185020,"BEACH DEFENCE LIGHT",1,136814,133297
133564,"BEACH HUT",1,133551,133551
204789,"BEACH SCAFFOLDING",1,136832,133297
204788,"BEACH SCAFFOLDING",1,136824,133297
135178,"BEACON",1,135195,133272
166363,"BEAM BRIDGE",1,135240,134198
166364,"BEAM BRIDGE",1,143703,143383
192259,"BEAM ENGINE",1,132752,132062
132784,"BEAM ENGINE",1,132783,132062
132790,"BEAM ENGINE HOUSE",1,132764,132062
135721,"BEAM SLOT",1,135088,135088
186552,"BEAMWORK",1,135415,132062
144403,"BEAR ENCLOSURE",1,133555,133551
135156,"BEAR PIT",1,133561,133551
202760,"BEARING FACTORY",1,145567,132062
202759,"BEARING FACTORY",1,135473,132062
183887,"BEAUTY SALON",1,133254,133154
182282,"BED BURIAL",1,133786,133667
192035,"BEDSTEAD WORKS",1,143600,143383
182131,"BEDSTEAD WORKS",1,132173,132062
134026,"BEE BOLE",1,134003,134003
134027,"BEE GARDEN",1,131898,131783
191328,"BEE HOUSE",1,134016,134003
134028,"BEE SKEP",1,134029,134003
134029,"BEEHIVE",1,134003,134003
190384,"BEER CELLAR",1,131528,131528
190385,"BEER CELLAR",1,133154,133154
192217,"BEER GARDEN",1,191952,133154
182065,"BEER GARDEN",1,133641,133551
182064,"BEER GARDEN",1,133249,133154
134950,"BEER HOUSE",1,134963,133154
133167,"BEER SHOP",1,133254,133154
177403,"BEETLING MILL",1,133017,132062
132629,"BEETLING MILL",1,132625,132062
132861,"BEETLING MILL",1,135443,132062
182291,"BELFAST TRUSS AIRCRAFT HANGAR",1,134204,134198
182409,"BELFAST TRUSS AIRCRAFT HANGAR",1,182397,133297
205501,"BELISHA BEACON",1,135171,131783
205500,"BELISHA BEACON",1,135195,133272
133779,"BELL BARROW",1,133778,133667
133068,"BELL CASTING PIT",1,135423,132062
133782,"BELL DISC BARROW",1,133778,133667
132488,"BELL FOUNDRY",1,132446,132062
202953,"BELL MAST",1,132062,132062
132153,"BELL PIT",1,132168,132062
133674,"BELL TOWER",1,133667,133667
183882,"BELLAND YARD WALL",1,132674,132062
183883,"BELLAND YARD WALL",1,135299,143383
140639,"BELLITE WORKS",1,140637,132062
182164,"BELLMAN AIRCRAFT HANGAR",1,182706,134198
182403,"BELLMAN AIRCRAFT HANGAR",1,182707,133297
132540,"BELLOWS HOUSE",1,135414,132062
131801,"BELVEDERE",1,131811,131783
131981,"BENCH",1,135171,131783
185314,"BENCH MARK",1,133065,133065
133914,"BENEDICTINE ALIEN CELL",1,133912,133667
133918,"BENEDICTINE CELL",1,133911,133667
135355,"BENEDICTINE DOUBLE HOUSE",1,133923,133667
134008,"BENEDICTINE GRANGE",1,134007,134003
133936,"BENEDICTINE GRANGE",1,133935,133667
133943,"BENEDICTINE MONASTERY",1,133941,133667
133957,"BENEDICTINE NUNNERY",1,133954,133667
131889,"BERCEAU",1,131888,131783
183888,"BERM",1,133355,133297
134662,"BERTH",1,134661,133420
182406,"BESSONNEAU AIRCRAFT HANGAR",1,182707,133297
182217,"BESSONNEAU AIRCRAFT HANGAR",1,182706,134198
205502,"BET HAMIDRASH",1,134740,133667
205503,"BET HAMIDRASH",1,133422,133422
183885,"BET TAHARA",1,133667,133667
135607,"BETTING OFFICE",1,133154,133154
133706,"BIBLE CHRISTIAN CHAPEL",1,133705,133667
132175,"BICYCLE FACTORY",1,135396,132062
132475,"BICYCLE FACTORY",1,144903,132062
136575,"BICYCLE SHED",1,135247,134198
135093,"BIELD",1,134003,134003
133676,"BIER HOUSE",1,133667,133667
135854,"BILLIARD HALL",1,133658,133551
132719,"BINDERY",1,135392,132062
133026,"BINDERY",1,135430,132062
133565,"BINGO HALL",1,135324,133551
131878,"BIRD BATH",1,135170,131783
136660,"BIRD SANCTUARY",1,135141,134482
136619,"BISCUIT FACTORY",1,132190,132062
145263,"BISCUIT FACTORY",1,132258,132062
131556,"BISHOPS PALACE",1,134998,131528
131557,"BISHOPS SUMMER PALACE",1,131556,131528
186334,"BISMUTH MINE",1,132676,132062
182790,"BISON MOBILE PILLBOX",1,133386,133297
182789,"BISON MOBILE PILLBOX",1,182749,133297
133327,"BIVALLATE HILLFORT",1,133341,133297
131558,"BIVALLATE HILLFORT",1,131601,131528
192009,"BLACKING FACTORY",1,143600,143383
132177,"BLACKING FACTORY",1,132173,132062
177651,"BLACKSMITHS WORKSHOP",1,154163,132062
135604,"BLACKSMITHS WORKSHOP",1,144943,132062
145778,"BLACKSMITHS WORKSHOP",1,145801,132062
177404,"BLANKET MILL",1,133017,132062
132630,"BLANKET MILL",1,132625,132062
132364,"BLAST FURNACE",1,132363,132062
139304,"BLAST PEN",1,136816,133297
185033,"BLAST SHELTER",1,133300,133297
135890,"BLAST WALL",1,133355,133297
145067,"BLAST WALL",1,135299,143383
145520,"BLEACH WORKS",1,145521,132062
132317,"BLEACH WORKS",1,132285,132062
132877,"BLEACHERY",1,135443,132062
132878,"BLEACHFIELD",1,135443,132062
135914,"BLENDER SHED",1,135438,132062
143551,"BLIND BACK HOUSE",1,143545,143383
131560,"BLIND BACK HOUSE",1,131754,131528
131561,"BLIND BACK TERRACE",1,131753,131528
182663,"BLISTER AIRCRAFT HANGAR",1,182707,133297
182141,"BLISTER AIRCRAFT HANGAR",1,182706,134198
192174,"BLOCK MILL",1,145776,132062
135687,"BLOCK MILL",1,132449,132062
134749,"BLOCK MILL",1,134679,133420
132935,"BLOCK MILL",1,135449,132062
133328,"BLOCKHOUSE",1,133355,133297
185301,"BLOOD DONOR CENTRE",1,134482,134482
135894,"BLOOD LETTING HOUSE",1,134482,134482
152224,"BLOODHOUND MISSILE SITE",1,133375,133297
132378,"BLOOMERY",1,132377,132062
132759,"BLOWING ENGINE HOUSE",1,132756,132062
132558,"BLOWING HOUSE",1,135414,132062
132065,"BLUNGING PIT",1,135451,132062
132116,"BLUNGING PIT",1,135429,132062
134030,"BOAR PEN",1,135092,134003
132609,"BOARD MILL",1,135450,132062
132717,"BOARD MILL",1,132716,132062
133437,"BOARD SCHOOL",1,133423,133422
135985,"BOARDING KENNEL",1,135141,134482
133438,"BOARDING SCHOOL",1,133423,133422
134676,"BOAT HOUSE",1,134600,133420
134217,"BOAT HOUSE",1,135265,134198
131802,"BOAT HOUSE",1,131811,131783
134218,"BOAT LIFT",1,135241,134198
135266,"BOAT LIFT",1,135265,134198
192173,"BOAT SHED",1,134679,133420
192175,"BOAT SHED",1,145776,132062
182037,"BOAT SHED",1,132449,132062
134747,"BOAT STORE",1,134600,133420
135686,"BOAT YARD",1,132431,132062
134219,"BOAT YARD",1,135265,134198
132432,"BOAT YARD",1,135136,133420
192152,"BOATING LAKE",1,144103,134417
133566,"BOATING LAKE",1,133551,133551
132045,"BOATING LAKE",1,132044,131783
186487,"BOB SETTING",1,132062,132062
132610,"BOBBIN MILL",1,132579,132062
132920,"BOBBIN MILL",1,135449,132062
133792,"BOG BURIAL",1,133786,133667
131902,"BOG GARDEN",1,131898,131783
135486,"BOILER HOUSE",1,135435,132062
190389,"BOILER ROOM",1,135486,132062
132433,"BOILER SHOP",1,135393,132062
191977,"BOILER WORKS",1,135747,132062
145555,"BOILER WORKS",1,145534,132062
134160,"BOILING HOUSE",1,135100,134003
132365,"BOLEHILL",1,132363,132062
131982,"BOLLARD",1,135171,131783
192156,"BOLT WORKS",1,135473,132062
139318,"BOLT WORKS",1,135423,132062
145579,"BOLT WORKS",1,145567,132062
133028,"BOMB CRATER",1,135088,135088
176383,"BOMB SITE",1,135088,135088
136847,"BOMB STORE",1,135063,133297
136848,"BOMB STORE",1,136816,133297
177405,"BOMBASINE MILL",1,133017,132062
132631,"BOMBASINE MILL",1,132625,132062
132890,"BOMBASINE MILL",1,132888,132062
205738,"BOMBER COMMAND STATION",1,185089,133297
182744,"BOMBER SATELLITE STATION WATCH OFFICE",1,182743,133297
191903,"BOMBER SATELLITE STATION WATCH OFFICE",1,182741,134198
204191,"BOMBER STATION CONTROL TOWER (294/45)",1,134202,134198
204190,"BOMBER STATION CONTROL TOWER (294/45)",1,182742,133297
136633,"BOMBING DECOY",1,136815,133297
185091,"BOMBING DECOY SITE",1,185089,133297
144443,"BOMBING RANGE",1,136820,133297
141132,"BOMBING RANGE MARKER",1,133297,133297
185037,"BOMBING RANGE OBSERVATION POST",1,135829,133297
204246,"BOMBING RANGE TARGET",1,144443,133297
204245,"BOMBING RANGE TOWER",1,185037,133297
204244,"BOMBING TEACHER BUILDING",1,136820,133297
134953,"BONDED WAREHOUSE",1,133268,133154
135741,"BONE MILL",1,132579,132062
132583,"BONE MILL",1,135380,132062
176385,"BONE WORKING SITE",1,135380,132062
133944,"BONHOMMES MONASTERY",1,133941,133667
133168,"BOOKING OFFICE",1,133160,133154
163224,"BOOM",1,136814,133297
163223,"BOOM",1,134595,133420
135646,"BOOM TOWER",1,136814,133297
136834,"BOOM TOWER",1,133355,133297
131984,"BOOT SCRAPER",1,135171,131783
131952,"BORDER",1,131783,131783
136708,"BORING MILL",1,135393,132062
145283,"BORING MILL",1,132579,132062
145123,"BORSTAL",1,133075,133065
131957,"BOSQUET",1,131970,131783
131903,"BOTANIC GARDEN",1,131898,131783
131564,"BOTHY",1,135011,131528
192131,"BOTTLE KILN",1,132076,132062
145363,"BOTTLE KILN",1,132136,132062
143612,"BOTTLE KILN",1,143505,143383
132396,"BOTTLE KILN",1,132428,132062
192028,"BOTTLE WORKS",1,143600,143383
135482,"BOTTLE WORKS",1,135427,132062
145546,"BOTTLE WORKS",1,132173,132062
132248,"BOTTLING PLANT",1,135401,132062
135295,"BOUNDARY",1,143383,143383
133029,"BOUNDARY BANK",1,135295,143383
135296,"BOUNDARY CAIRN",1,131986,143383
153883,"BOUNDARY CROSS",1,131986,143383
133756,"BOUNDARY CROSS",1,133755,133667
135567,"BOUNDARY DITCH",1,135508,143383
133030,"BOUNDARY DITCH",1,135295,143383
153943,"BOUNDARY FENCE",1,135295,143383
153944,"BOUNDARY FENCE",1,131787,143383
131986,"BOUNDARY MARKER",1,135295,143383
135569,"BOUNDARY MOUND",1,135357,143383
133032,"BOUNDARY MOUND",1,131986,143383
131987,"BOUNDARY PLATE",1,131986,143383
131988,"BOUNDARY POST",1,131986,143383
131989,"BOUNDARY STONE",1,131986,143383
135623,"BOUNDARY WALL",1,135299,143383
131795,"BOUNDARY WALL",1,135295,143383
132507,"BOUSE TEAM",1,135413,132062
134743,"BOWL BARROW",1,133778,133667
132366,"BOWL FURNACE",1,132363,132062
135805,"BOWLING ALLEY",1,133658,133551
133567,"BOWLING CLUB",1,144464,133551
135329,"BOWLING GREEN",1,144464,133551
144423,"BOWLING GREEN PAVILION",1,135346,131783
133568,"BOWLING GREEN PAVILION",1,133613,133551
143586,"BOX FRAME HOUSE",1,143571,143383
143443,"BOX FRAME HOUSE",1,143423,143383
131565,"BOX FRAME HOUSE",1,131756,131528
133569,"BOXING ARENA",1,133658,133551
186329,"BOXING CLUB",1,133658,133551
185101,"BRAKE HOUSE",1,134198,134198
191863,"BRASS FOUNDRY",1,145529,132062
191862,"BRASS FOUNDRY",1,132959,132062
145483,"BRASS FOUNDRY",1,132446,132062
135743,"BRASS FOUNDRY",1,132559,132062
192190,"BRASS WORKS",1,154164,132062
145529,"BRASS WORKS",1,145663,132062
132959,"BRASS WORKS",1,135423,132062
132559,"BRASS WORKS",1,135414,132062
182045,"BREAKING DOWN HOUSE",1,132300,132062
134596,"BREAKWATER",1,134595,133420
132814,"BREASTSHOT WHEEL",1,132813,132062
135058,"BREASTWORK",1,133351,133297
182358,"BRENNAN TORPEDO STATION",1,136828,133297
182357,"BRENNAN TORPEDO STATION",1,136009,133420
133719,"BRETHREN MEETING HOUSE",1,133718,133667
132229,"BREWERY",1,135399,132062
134031,"BREWHOUSE",1,135098,134003
135399,"BREWING AND MALTING SITE",1,135398,132062
135451,"BRICK AND TILEMAKING SITE",1,135425,132062
132066,"BRICK DRYING SHED",1,135451,132062
192136,"BRICK KILN",1,143505,143383
132394,"BRICK KILN",1,135451,132062
132078,"BRICK KILN",1,132076,132062
191894,"BRICKEARTH PIT",1,132120,132062
132068,"BRICKEARTH PIT",1,132073,132062
132155,"BRICKEARTH PIT",1,132158,132062
132069,"BRICKFIELD",1,135451,132062
145504,"BRICKWORKS",1,132986,132062
132070,"BRICKWORKS",1,135451,132062
132071,"BRICKYARD",1,135451,132062
143703,"BRIDGE",1,143383,143383
135240,"BRIDGE",1,134198,134198
133735,"BRIDGE CHAPEL",1,133734,133667
131567,"BRIDGE KEEPERS COTTAGE",1,135112,131528
133925,"BRIDGETTINE DOUBLE HOUSE",1,133923,133667
141137,"BRIDGETTINE GRANGE",1,134007,134003
141138,"BRIDGETTINE GRANGE",1,133935,133667
135873,"BRIDGETTINE NUNNERY",1,133954,133667
134221,"BRIDLEWAY",1,134222,134198
190425,"BRINE CISTERN",1,182374,132062
181229,"BRINE KILN",1,132076,132062
181230,"BRINE KILN",1,143505,143383
132156,"BRINE PIT",1,135415,132062
185097,"BRINE PUMP",1,134457,134417
190426,"BRINE SHAFT",1,135415,132062
192191,"BRITANNIA METAL WORKS",1,154164,132062
145559,"BRITANNIA METAL WORKS",1,145663,132062
133073,"BRITANNIA METAL WORKS",1,135423,132062
141401,"BRITISH AND FOREIGN SOCIETY SCHOOL",1,133515,133422
202871,"BRITISH CONCRETE FEDERATION HUT",1,139302,133297
133530,"BRITISH LEGION HALL",1,133542,133551
134033,"BROAD RIDGE AND FURROW",1,134165,134003
143303,"BROADCASTING RADIO STATION",1,135641,133272
133274,"BROADCASTING TRANSMITTER",1,141400,133272
185118,"BROCH",1,143383,143383
185117,"BROCH",1,131528,131528
145484,"BRONZE FOUNDRY",1,132446,132062
132489,"BRONZE FOUNDRY",1,135423,132062
132960,"BRONZE WORKING SITE",1,135423,132062
132560,"BRONZE WORKING SITE",1,135414,132062
202734,"BROTHEL",1,133154,133154
185069,"BRUNTON CALCINER",1,132561,132062
185070,"BRUNTON CALCINER",1,132413,132062
192010,"BRUSH FACTORY",1,143600,143383
132178,"BRUSH FACTORY",1,132173,132062
132921,"BRUSH FACTORY",1,135450,132062
145784,"BRUSHMAKERS WORKSHOP",1,145802,132062
133024,"BRUSHMAKERS WORKSHOP",1,135450,132062
132922,"BRUSHMAKERS WORKSHOP",1,144983,132062
140615,"BUDDHIST MONASTERY",1,133941,133667
133989,"BUDDHIST TEMPLE",1,133988,133667
132508,"BUDDLE",1,135413,132062
132509,"BUDDLE HOUSE",1,135413,132062
143254,"BUFFER DEPOT",1,136813,133297
143255,"BUFFER DEPOT",1,135398,132062
191941,"BUFFET",1,135323,133551
133172,"BUFFET",1,134946,133154
135800,"BUILDERS MERCHANTS",1,133154,133154
132064,"BUILDERS YARD",1,135392,132062
135290,"BUILDING",1,135088,135088
143763,"BUILDING COMPONENT",1,135290,135088
135291,"BUILDING PLATFORM",1,135288,143383
191327,"BULB STRIP",1,134133,134003
134035,"BULL PEN",1,135092,134003
196585,"BULL PIT",1,133561,133551
133571,"BULLRING",1,133561,133551
182332,"BULWARK",1,133355,133297
143594,"BUNGALOW",1,143504,143383
131568,"BUNGALOW",1,135169,131528
177609,"BUNKER",1,133328,133297
136700,"BUOY",1,134753,133420
134601,"BUOY STORE",1,134600,133420
171083,"BURGAGE PLOT",1,134133,134003
185115,"BURGH",1,133065,133065
185116,"BURGH",1,131653,131528
133330,"BURH",1,133349,133297
133076,"BURH",1,133065,133065
131569,"BURH",1,131625,131528
133786,"BURIAL",1,133767,133667
144585,"BURIAL CAIRN",1,133767,133667
133806,"BURIAL PIT",1,133767,133667
133810,"BURIAL VAULT",1,133767,133667
185260,"BURIED LAND SURFACE",1,143743,135088
182238,"BURIED SOIL HORIZON",1,143743,135088
154186,"BURNT MOUND",1,135357,143383
131563,"BURNT MOUND",1,131528,131528
134223,"BUS DEPOT",1,135247,134198
134224,"BUS SHELTER",1,135247,134198
132017,"BUS SHELTER",1,135171,131783
134225,"BUS STATION",1,135247,134198
183898,"BUSINESS CENTRE",1,133154,133154
182063,"BUSINESS PARK",1,133154,133154
192220,"BUST",1,136588,131783
131879,"BUST",1,131890,131783
133173,"BUTCHERS SHOP",1,133254,133154
184669,"BUTCHERY SITE",1,135380,132062
182668,"BUTLER COMBAT HANGAR",1,134204,134198
182669,"BUTLER COMBAT HANGAR",1,182397,133297
144923,"BUTTER FACTORY",1,132190,132062
145265,"BUTTER FACTORY",1,132258,132062
133174,"BUTTER MARKET",1,133236,133154
190371,"BUTTER WALK",1,133154,133154
135205,"BUTTER WELL",1,134003,134003
135570,"BUTTERFLY GARDEN",1,131898,131783
135651,"BUTTERY",1,135098,134003
132611,"BUTTON MILL",1,135391,132062
205506,"BUTTRESS DAM",1,134426,134417
205507,"BUTTRESS DAM",1,192296,133420
205505,"BUTTRESS DAM",1,132799,132062
135059,"BUTTS",1,136820,133297
135157,"BUTTS",1,135327,133551
192137,"BYPRODUCT RECOVERY OVEN",1,143505,143383
190362,"BYPRODUCT RECOVERY OVEN",1,132076,132062
190361,"BYPRODUCT RECOVERY OVEN",1,135405,132062
202725,"CABARET",1,135326,133551
131958,"CABINET",1,131898,131783
202779,"CABINETMAKERS",1,144983,132062
202780,"CABINETMAKERS",1,145802,132062
202761,"CABLE FACTORY",1,132477,132062
202762,"CABLE FACTORY",1,192157,132062
133275,"CABLE REPEATER OFFICE",1,133287,133272
136735,"CABLE STAYED BRIDGE",1,135240,134198
143466,"CABLE STAYED BRIDGE",1,143703,143383
202801,"CABLEWAY",1,202800,134198
134226,"CABMENS SHELTER",1,135247,134198
191942,"CAFE",1,135323,133551
133175,"CAFE",1,134946,133154
133812,"CAIRN",1,143383,143383
135209,"CAIRN ALIGNMENT",1,133812,143383
133827,"CAIRN CEMETERY",1,133825,133667
192328,"CAIRN CIRCLE",1,192325,133667
135096,"CAIRNFIELD",1,135095,134003
139317,"CAISSON",1,134600,133420
185323,"CALAMINE MILL",1,132579,132062
185322,"CALAMINE MILL",1,132601,132062
185324,"CALAMINE MILL",1,132515,132062
132681,"CALAMINE MINE",1,132676,132062
176414,"CALCINATION CLAMP",1,135386,132062
192138,"CALCINER",1,143505,143383
132412,"CALCINER",1,132076,132062
192139,"CALCINING KILN",1,143505,143383
132415,"CALCINING KILN",1,132076,132062
177406,"CALENDER MILL",1,133017,132062
132862,"CALENDER MILL",1,135443,132062
132632,"CALENDER MILL",1,132625,132062
134158,"CALF HOUSE",1,134014,134003
177407,"CALICO MILL",1,132640,132062
135453,"CALICO MILL",1,135452,132062
132633,"CALICO MILL",1,177414,132062
202770,"CALICO PRINTING WORKS",1,202769,132062
192214,"CALICO PRINTING WORKS",1,132721,132062
192213,"CALICO PRINTING WORKS",1,192027,143383
177408,"CALICO PRINTING WORKS",1,133017,132062
145560,"CALICO PRINTING WORKS",1,145545,132062
132634,"CALICO PRINTING WORKS",1,132625,132062
185358,"CALLENDER HAMILTON HANGAR",1,182711,133297
185357,"CALLENDER HAMILTON HANGAR",1,182710,134198
182711,"CALLENDER HANGAR",1,182707,133297
182710,"CALLENDER HANGAR",1,182706,134198
133677,"CALVARY",1,133667,133667
133707,"CALVINISTIC METHODIST CHAPEL",1,133705,133667
135692,"CAMBER",1,134609,133420
134602,"CAMBER",1,134264,134198
136675,"CAMEL HOUSE",1,133555,133551
192227,"CAMELLIA HOUSE",1,144043,134003
131821,"CAMELLIA HOUSE",1,131820,131783
133908,"CAMERA",1,133906,133667
133572,"CAMERA OBSCURA",1,135322,133551
131963,"CAMOMILE LAWN",1,131962,131783
131881,"CAMOMILE SEAT",1,131880,131783
202719,"CAMPSITE",1,133551,133551
202718,"CAMPUS",1,133422,133422
192288,"CANABAE LEGIONIS",1,131760,131528
190427,"CANABAE LEGIONIS",1,133136,133065
204824,"CANADIAN PIPE MINE",1,204823,133297
134227,"CANAL",1,134241,134198
132060,"CANAL",1,134476,134417
134228,"CANAL BASIN",1,134241,134198
134229,"CANAL BOAT YARD",1,134241,134198
191865,"CANAL BRIDGE",1,143703,143383
135268,"CANAL BRIDGE",1,134241,134198
134230,"CANAL BRIDGE",1,135240,134198
191926,"CANAL DOCK",1,134609,133420
134232,"CANAL DOCK",1,134264,134198
135278,"CANAL DOCKYARD",1,134241,134198
134234,"CANAL FEEDER",1,134241,134198
134235,"CANAL GATEHOUSE",1,134241,134198
135371,"CANAL INCLINED PLANE",1,134295,134198
135269,"CANAL INCLINED PLANE",1,134241,134198
182128,"CANAL JUNCTION",1,134241,134198
135270,"CANAL LIFT",1,134241,134198
134236,"CANAL LIFT",1,135241,134198
192162,"CANAL LOCK",1,134771,133420
134237,"CANAL LOCK",1,135243,134198
135271,"CANAL LOCK",1,134241,134198
192277,"CANAL MILEPOST",1,132004,131783
134238,"CANAL MILEPOST",1,134313,134198
135272,"CANAL MILEPOST",1,134241,134198
134231,"CANAL OFFICE",1,134241,134198
134628,"CANAL PORT",1,134627,133420
134239,"CANAL RESERVOIR",1,134463,134417
135273,"CANAL RESERVOIR",1,134241,134198
134240,"CANAL SLUICE",1,134241,134198
134241,"CANAL TRANSPORT SITE",1,135265,134198
134242,"CANAL TUNNEL",1,135377,134198
135274,"CANAL TUNNEL",1,134241,134198
134243,"CANAL TUNNEL PORTAL",1,134403,134198
185390,"CANAL WAREHOUSE",1,183933,134198
135643,"CANAL WAREHOUSE",1,183932,133154
192250,"CANAL WHARF",1,134675,133420
134244,"CANAL WHARF",1,134292,134198
135282,"CANAL WHARF",1,134241,134198
131571,"CANAL WORKERS COTTAGE",1,135112,131528
134493,"CANCER HOSPITAL",1,135140,134482
192011,"CANDLE FACTORY",1,143600,143383
132179,"CANDLE FACTORY",1,132173,132062
145266,"CANNING FACTORY",1,132258,132062
132249,"CANNING FACTORY",1,135401,132062
132180,"CANNING FACTORY",1,132190,132062
131990,"CANNON",1,135171,131783
131983,"CANNON BOLLARD",1,135171,131783
191861,"CANNON BORING MILL",1,136708,132062
132596,"CANNON BORING MILL",1,145283,132062
132494,"CANNON BORING MILL",1,135382,132062
141380,"CANNON FOUNDRY",1,132446,132062
144863,"CANNON FOUNDRY",1,135382,132062
133999,"CANOPIED TOMB",1,133879,133667
135608,"CANTEEN",1,143763,135088
136736,"CANTILEVER BRIDGE",1,136738,134198
143467,"CANTILEVER BRIDGE",1,143473,143383
141156,"CANTILEVER CRANE",1,135507,134198
143479,"CANTILEVER CRANE",1,143723,143383
192029,"CANVAS WORKS",1,143600,143383
177409,"CANVAS WORKS",1,133017,132062
145561,"CANVAS WORKS",1,132173,132062
132635,"CANVAS WORKS",1,132625,132062
